id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
3055779,74,47,3,19,1,24,43,9.0,71.0
3055835,74,50,3,19,1,25,21,31.0,38.0
3055837,74,50,3,19,1,32,10,43.0,34.0
3055894,74,53,3,19,1,31,36,32.0,69.0
3055902,74,53,3,19,1,27,31,17.0,55.0
3055909,74,54,3,19,1,25,14,33.0,8.0
3056081,74,62,2,2,20,9,37,9.0,61.0
3056133,74,65,3,19,1,50,51,39.0,78.0
3056156,74,66,3,19,20,27,66,33.0,69.0
3056159,74,66,0,10,22,35,66,33.0,100.0
3056165,74,66,0,1,27,13,63,31.0,66.0
3056181,74,68,3,14,1,8,42,34.0,6.0
3056375,74,81,0,9,22,39,29,38.0,33.0
3056509,74,89,2,2,20,8,48,34.0,31.0
3056598,74,95,0,1,27,33,34,42.0,30.0
3055051,98,5,0,8,27,94,21,95.0,24.0
3055053,98,5,3,19,1,95,24,87.0,16.0
3055068,98,5,0,8,27,88,43,90.0,43.0
3055070,98,5,5,18,10,90,43,100.0,100.0
3055163,98,11,0,10,27,62,64,67.0,50.0
3055164,98,11,3,20,26,67,50,89.0,38.0
3055190,98,12,3,19,1,60,7,58.0,33.0
3055226,98,14,3,19,1,54,27,66.0,17.0
3055429,98,29,3,19,1,64,25,50.0,29.0
3055519,98,33,3,19,1,60,84,85.0,94.0
3055579,98,37,3,19,1,53,68,74.0,94.0
3055588,98,37,3,4,19,72,81,95.0,6.0
3055638,98,40,3,19,1,62,83,68.0,71.0
3055642,98,40,0,8,22,72,48,66.0,50.0
3055644,98,40,3,19,1,66,50,56.0,61.0
3055681,98,42,0,8,27,66,77,70.0,79.0
3055697,98,43,3,19,1,74,95,64.0,70.0
3055710,98,44,3,19,1,96,19,81.0,13.0
3055795,98,48,3,19,1,62,86,57.0,89.0
3055871,98,51,0,9,27,57,71,56.0,70.0
3055873,98,51,3,19,1,56,70,55.0,72.0
3055874,98,51,0,8,22,55,72,53.0,53.0
3055883,98,51,3,19,1,60,72,70.0,44.0
3055950,98,55,3,19,1,13,26,15.0,38.0
3055952,98,55,3,19,1,35,5,46.0,7.0
3055961,98,56,0,8,27,79,10,75.0,7.0
3055962,98,56,3,4,19,75,7,89.0,44.0
3055966,98,56,3,14,1,70,7,76.0,9.0
