Variable i,Variable j,Time lag of i,Link type i --- j,Link value
closeTeams_5,distantTeams_1,4,-->,0.044276
closeTeams_5,distantTeams_2,0,o-o,0.026249
closeTeams_5,distantTeams_2,1,-->,0.014412
closeTeams_5,distantTeams_2,3,-->,0.021985
closeTeams_5,distantTeams_3,0,o-o,0.18105
closeTeams_5,distantTeams_3,5,-->,-0.013266
closeTeams_5,distantTeams_4,0,o-o,0.054281
closeTeams_5,distantTeams_4,4,-->,0.017273
closeTeams_5,distantTeams_5,0,o-o,-0.34032
closeTeams_5,distantTeams_5,1,-->,0.069461
closeTeams_5,distantTeams_5,2,-->,0.018756
closeTeams_5,distantTeams_5,4,-->,0.034441
closeTeams_5,distantTeams_5,5,-->,0.017444
closeTeams_5,distantTeams_6,0,o-o,-0.89361
closeTeams_5,distantTeams_6,1,-->,0.043207
closeTeams_5,distantTeams_6,2,-->,0.034376
closeTeams_5,distantTeams_6,3,-->,0.025435
closeTeams_5,distantTeams_6,4,-->,0.020768
closeTeams_5,distantTeams_7,0,o-o,-0.67795
closeTeams_5,distantTeams_7,1,-->,-0.026394
closeTeams_5,distantTeams_7,2,-->,0.013638
closeTeams_5,distantTeams_8,0,o-o,-0.52
closeTeams_5,distantTeams_8,2,-->,0.013746
closeTeams_5,distantTeams_9,0,o-o,-0.38869
closeTeams_5,distantTeams_9,2,-->,0.027007
closeTeams_5,distantTeams_9,4,-->,0.019943
closeTeams_5,distantTeams_9,5,-->,-0.014824
closeTeams_5,distantTeams_10,0,o-o,-0.2547
closeTeams_5,distantTeams_10,4,-->,0.024094
closeTeams_5,closeOps_1,0,o-o,0.11373
closeTeams_5,closeOps_1,1,-->,0.023492
closeTeams_5,closeOps_1,3,-->,0.022544
closeTeams_5,closeOps_1,5,-->,0.014181
closeTeams_5,closeOps_2,0,o-o,0.24146
closeTeams_5,closeOps_2,1,-->,0.05952
closeTeams_5,closeOps_2,3,-->,0.01918
closeTeams_5,closeOps_3,0,o-o,0.35447
closeTeams_5,closeOps_3,1,-->,0.032326
closeTeams_5,closeOps_3,4,-->,-0.020948
closeTeams_5,closeOps_4,0,o-o,0.40746
closeTeams_5,closeOps_4,3,-->,-0.021724
closeTeams_5,closeOps_4,4,-->,-0.047995
closeTeams_5,closeOps_5,0,o-o,0.42879
closeTeams_5,closeOps_5,1,-->,0.015787
closeTeams_5,closeOps_5,4,-->,-0.022048
closeTeams_5,closeOps_6,0,o-o,0.42195
closeTeams_5,closeOps_6,1,-->,-0.015325
closeTeams_5,closeOps_6,3,-->,-0.015684
closeTeams_5,closeOps_6,4,-->,-0.014201
closeTeams_5,closeOps_7,0,o-o,0.38388
closeTeams_5,closeOps_7,1,-->,-0.020122
closeTeams_5,closeOps_7,4,-->,-0.019044
closeTeams_5,closeOps_8,0,o-o,0.276
closeTeams_5,closeOps_8,5,-->,-0.017508
closeTeams_5,closeOps_9,0,o-o,0.13988
closeTeams_5,closeOps_9,2,-->,-0.015233
closeTeams_5,closeOps_9,4,-->,-0.028144
closeTeams_5,closeOps_10,0,o-o,0.055881
closeTeams_5,closeOps_10,2,-->,-0.012874
closeTeams_5,closeOps_10,4,-->,-0.016126
closeTeams_5,closeOps_11,0,o-o,0.026087
closeTeams_5,closeOps_11,1,-->,-0.013175
closeTeams_5,distantOps_1,0,o-o,0.082676
closeTeams_5,distantOps_1,1,-->,0.017476
closeTeams_5,distantOps_1,3,-->,-0.014042
closeTeams_5,distantOps_1,4,-->,-0.02778
closeTeams_5,distantOps_2,0,o-o,0.085029
closeTeams_5,distantOps_2,1,-->,0.025564
closeTeams_5,distantOps_2,2,-->,0.015534
closeTeams_5,distantOps_2,4,-->,-0.041534
closeTeams_5,distantOps_2,5,-->,-0.022192
closeTeams_5,distantOps_3,0,o-o,0.11033
closeTeams_5,distantOps_3,4,-->,-0.017375
closeTeams_5,distantOps_3,5,-->,-0.02005
closeTeams_5,distantOps_4,0,o-o,-0.052344
closeTeams_5,distantOps_5,0,o-o,-0.24693
closeTeams_5,distantOps_6,0,o-o,-0.36158
closeTeams_5,distantOps_6,3,-->,0.013232
closeTeams_5,distantOps_6,4,-->,0.014433
closeTeams_5,distantOps_6,5,-->,0.032023
closeTeams_5,distantOps_7,0,o-o,-0.41948
closeTeams_5,distantOps_7,4,-->,0.025019
closeTeams_5,distantOps_8,0,o-o,-0.41701
closeTeams_5,distantOps_8,3,-->,0.017744
closeTeams_5,distantOps_8,4,-->,0.0388
closeTeams_5,distantOps_9,0,o-o,-0.40058
closeTeams_5,distantOps_9,1,-->,-0.01499
closeTeams_5,distantOps_9,4,-->,0.026209
closeTeams_5,distantOps_10,0,o-o,-0.33031
closeTeams_5,distantOps_10,1,-->,-0.045757
closeTeams_5,distantOps_10,4,-->,0.030651
closeTeams_5,distantOps_11,0,o-o,-0.20791
closeTeams_5,distantOps_11,3,-->,-0.017292
closeTeams_5,distantOps_11,5,-->,0.023919
closeTeams_6,jerseyNumber,1,-->,0.05342
closeTeams_6,jerseyNumber,2,-->,0.02568
closeTeams_6,jerseyNumber,5,-->,0.025569
closeTeams_6,team,2,-->,0.020894
closeTeams_6,team,3,-->,-0.033124
closeTeams_6,team,4,-->,0.029345
closeTeams_6,speed,3,-->,-0.020511
closeTeams_6,closeTeams_1,1,-->,-0.016259
closeTeams_6,closeTeams_1,5,-->,0.018095
closeTeams_6,closeTeams_2,5,-->,0.01491
closeTeams_6,closeTeams_3,1,-->,0.032204
closeTeams_6,closeTeams_3,3,-->,0.018994
closeTeams_6,closeTeams_4,1,-->,0.058791
closeTeams_6,closeTeams_4,3,-->,0.022924
closeTeams_6,closeTeams_4,5,-->,0.016126
closeTeams_6,closeTeams_5,1,-->,0.05884
closeTeams_6,closeTeams_5,3,-->,0.014836
closeTeams_6,closeTeams_5,5,-->,0.022725
closeTeams_6,closeTeams_6,1,-->,0.093549
closeTeams_6,closeTeams_6,2,-->,0.025119
closeTeams_6,closeTeams_6,3,-->,0.02998
closeTeams_6,closeTeams_6,5,-->,0.021456
closeTeams_6,closeTeams_7,0,o-o,0.56229
closeTeams_6,closeTeams_7,1,-->,0.030819
closeTeams_6,closeTeams_7,4,-->,-0.022113
closeTeams_6,closeTeams_8,0,o-o,0.25189
closeTeams_6,closeTeams_8,2,-->,-0.01553
closeTeams_6,closeTeams_8,3,-->,-0.015446
closeTeams_6,closeTeams_8,5,-->,-0.023631
closeTeams_6,closeTeams_9,0,o-o,0.077284
closeTeams_6,closeTeams_9,1,-->,-0.016072
closeTeams_6,closeTeams_9,5,-->,-0.023538
closeTeams_6,distantTeams_1,0,o-o,-0.027281
closeTeams_6,distantTeams_1,1,-->,0.014532
closeTeams_6,distantTeams_1,2,-->,0.014993
closeTeams_6,distantTeams_1,3,-->,0.013963
closeTeams_6,distantTeams_2,0,o-o,0.056602
closeTeams_6,distantTeams_2,3,-->,0.014799
closeTeams_6,distantTeams_2,5,-->,-0.023887
closeTeams_6,distantTeams_3,0,o-o,0.15231
closeTeams_6,distantTeams_3,5,-->,-0.016227
closeTeams_6,distantTeams_4,0,o-o,-0.16687
closeTeams_6,distantTeams_4,1,-->,-0.015074
closeTeams_6,distantTeams_4,4,-->,0.024532
closeTeams_6,distantTeams_5,0,o-o,-0.81693
closeTeams_6,distantTeams_5,1,-->,0.059411
closeTeams_6,distantTeams_5,2,-->,0.04988
closeTeams_6,distantTeams_5,3,-->,0.020116
closeTeams_6,distantTeams_5,4,-->,0.018174
closeTeams_6,distantTeams_5,5,-->,0.02374
closeTeams_6,distantTeams_6,0,o-o,-0.61134
closeTeams_6,distantTeams_6,1,-->,-0.053237
closeTeams_6,distantTeams_7,0,o-o,-0.45288
closeTeams_6,distantTeams_7,1,-->,-0.051695
closeTeams_6,distantTeams_7,2,-->,0.020646
closeTeams_6,distantTeams_7,3,-->,-0.027714
closeTeams_6,distantTeams_7,5,-->,-0.029947
closeTeams_6,distantTeams_8,0,o-o,-0.34329
closeTeams_6,distantTeams_8,1,-->,-0.057486
closeTeams_6,distantTeams_8,2,-->,0.021982
closeTeams_6,distantTeams_8,3,-->,-0.017068
closeTeams_6,distantTeams_8,5,-->,-0.016039
closeTeams_6,distantTeams_9,0,o-o,-0.25611
closeTeams_6,distantTeams_9,1,-->,-0.031929
closeTeams_6,distantTeams_9,2,-->,0.033513
closeTeams_6,distantTeams_9,5,-->,-0.021091
closeTeams_6,distantTeams_10,0,o-o,-0.16574
closeTeams_6,distantTeams_10,3,-->,-0.014773
closeTeams_6,distantTeams_10,4,-->,0.013044
closeTeams_6,distantTeams_10,5,-->,-0.024195
closeTeams_6,closeOps_1,0,o-o,0.054123
closeTeams_6,closeOps_1,1,-->,0.019489
closeTeams_6,closeOps_1,2,-->,0.013991
closeTeams_6,closeOps_1,3,-->,0.024891
closeTeams_6,closeOps_1,4,-->,0.013536
closeTeams_6,closeOps_1,5,-->,0.022264
closeTeams_6,closeOps_2,0,o-o,0.13819
closeTeams_6,closeOps_2,1,-->,0.039681
closeTeams_6,closeOps_2,3,-->,0.032271
closeTeams_6,closeOps_3,0,o-o,0.24242
closeTeams_6,closeOps_3,1,-->,0.015706
closeTeams_6,closeOps_3,4,-->,-0.02379
closeTeams_6,closeOps_4,0,o-o,0.31741
closeTeams_6,closeOps_4,1,-->,0.034655
closeTeams_6,closeOps_4,4,-->,-0.037221
closeTeams_6,closeOps_4,5,-->,0.027362
closeTeams_6,closeOps_5,0,o-o,0.36719
closeTeams_6,closeOps_5,1,-->,0.017425
closeTeams_6,closeOps_6,0,o-o,0.40632
closeTeams_6,closeOps_6,2,-->,-0.022818
closeTeams_6,closeOps_7,0,o-o,0.39838
closeTeams_6,closeOps_7,3,-->,-0.023701
closeTeams_6,closeOps_7,4,-->,-0.01638
closeTeams_6,closeOps_8,0,o-o,0.32499
closeTeams_6,closeOps_8,1,-->,-0.0174
closeTeams_6,closeOps_8,3,-->,-0.022771
closeTeams_6,closeOps_8,5,-->,-0.023912
closeTeams_6,closeOps_9,0,o-o,0.18562
closeTeams_6,closeOps_9,1,-->,-0.037163
closeTeams_6,closeOps_9,2,-->,-0.018678
closeTeams_6,closeOps_9,4,-->,-0.013831
closeTeams_6,closeOps_10,0,o-o,0.06977
closeTeams_6,closeOps_10,1,-->,-0.025036
closeTeams_6,closeOps_11,0,o-o,0.03096
closeTeams_6,closeOps_11,3,-->,-0.018829
closeTeams_6,distantOps_1,0,o-o,0.066426
closeTeams_6,distantOps_1,1,-->,0.02737
closeTeams_6,distantOps_1,4,-->,-0.017028
closeTeams_6,distantOps_2,0,o-o,0.09105
closeTeams_6,distantOps_2,1,-->,0.02656
closeTeams_6,distantOps_2,2,-->,0.013025
closeTeams_6,distantOps_2,4,-->,-0.04246
closeTeams_6,distantOps_2,5,-->,-0.016637
closeTeams_6,distantOps_3,0,o-o,0.064897
closeTeams_6,distantOps_3,1,-->,0.030462
closeTeams_6,distantOps_3,4,-->,-0.023093
closeTeams_6,distantOps_3,5,-->,-0.017288
closeTeams_6,distantOps_4,0,o-o,-0.12454
closeTeams_6,distantOps_4,1,-->,0.055362
closeTeams_6,distantOps_4,3,-->,0.017534
closeTeams_6,distantOps_5,0,o-o,-0.26627
closeTeams_6,distantOps_5,1,-->,-0.021758
closeTeams_6,distantOps_5,3,-->,0.018462
closeTeams_6,distantOps_5,5,-->,0.030681
closeTeams_6,distantOps_6,0,o-o,-0.35085
closeTeams_6,distantOps_6,2,-->,0.018149
closeTeams_6,distantOps_6,4,-->,0.015691
closeTeams_6,distantOps_7,0,o-o,-0.35672
closeTeams_6,distantOps_7,4,-->,0.028574
closeTeams_6,distantOps_8,0,o-o,-0.33452
closeTeams_6,distantOps_8,1,-->,-0.02332
closeTeams_6,distantOps_8,4,-->,0.034214
closeTeams_6,distantOps_9,0,o-o,-0.29447
closeTeams_6,distantOps_9,1,-->,-0.05529
closeTeams_6,distantOps_9,4,-->,0.034232
closeTeams_6,distantOps_10,0,o-o,-0.2317
closeTeams_6,distantOps_10,1,-->,-0.023116
closeTeams_6,distantOps_10,4,-->,0.028785
closeTeams_6,distantOps_11,0,o-o,-0.15477
closeTeams_6,distantOps_11,1,-->,-0.019992
closeTeams_6,distantOps_11,2,-->,-0.027912
closeTeams_6,distantOps_11,3,-->,-0.029813
closeTeams_6,distantOps_11,4,-->,-0.024301
closeTeams_7,jerseyNumber,1,-->,0.019271
closeTeams_7,jerseyNumber,2,-->,0.017437
closeTeams_7,jerseyNumber,3,-->,0.027741
closeTeams_7,jerseyNumber,5,-->,0.024815
closeTeams_7,team,3,-->,-0.01503
closeTeams_7,speed,1,-->,-0.048964
closeTeams_7,closeTeams_2,2,-->,0.021417
closeTeams_7,closeTeams_2,4,-->,-0.012886
closeTeams_7,closeTeams_3,1,-->,0.04575
closeTeams_7,closeTeams_3,2,-->,0.017205
closeTeams_7,closeTeams_4,2,-->,0.020018
closeTeams_7,closeTeams_5,1,-->,0.026303
closeTeams_7,closeTeams_5,3,-->,0.014952
closeTeams_7,closeTeams_5,4,-->,0.023957
closeTeams_7,closeTeams_6,1,-->,0.072206
closeTeams_7,closeTeams_6,3,-->,0.023117
closeTeams_7,closeTeams_6,4,-->,0.021024
closeTeams_7,closeTeams_7,1,-->,0.087072
closeTeams_7,closeTeams_7,2,-->,0.050371
closeTeams_7,closeTeams_7,3,-->,0.041799
closeTeams_7,closeTeams_7,4,-->,0.018403
closeTeams_7,closeTeams_7,5,-->,0.032766
closeTeams_7,closeTeams_8,0,o-o,0.47212
closeTeams_7,closeTeams_8,1,-->,0.028524
closeTeams_7,closeTeams_9,0,o-o,0.15901
closeTeams_7,closeTeams_9,5,-->,-0.013138
closeTeams_7,closeTeams_10,0,o-o,0.042721
closeTeams_7,closeTeams_10,3,-->,-0.017906
closeTeams_7,distantTeams_1,0,o-o,-0.013184
closeTeams_7,distantTeams_1,5,-->,-0.034415
closeTeams_7,distantTeams_2,0,o-o,0.06297
closeTeams_7,distantTeams_2,2,-->,0.013136
closeTeams_7,distantTeams_2,4,-->,0.049233
closeTeams_7,distantTeams_2,5,-->,-0.030205
closeTeams_7,distantTeams_3,1,-->,-0.017899
closeTeams_7,distantTeams_3,2,-->,-0.015569
closeTeams_7,distantTeams_3,5,-->,-0.032938
closeTeams_7,distantTeams_4,0,o-o,-0.67425
closeTeams_7,distantTeams_4,1,-->,0.055901
closeTeams_7,distantTeams_4,2,-->,0.013935
closeTeams_7,distantTeams_4,4,-->,0.039217
closeTeams_7,distantTeams_5,0,o-o,-0.5008
closeTeams_7,distantTeams_5,1,-->,-0.045293
closeTeams_7,distantTeams_5,3,-->,0.014978
closeTeams_7,distantTeams_5,4,-->,0.019493
closeTeams_7,distantTeams_6,0,o-o,-0.36428
closeTeams_7,distantTeams_6,1,-->,-0.02707
closeTeams_7,distantTeams_6,3,-->,-0.014458
closeTeams_7,distantTeams_6,4,-->,-0.019018
closeTeams_7,distantTeams_7,0,o-o,-0.26362
closeTeams_7,distantTeams_8,0,o-o,-0.19562
closeTeams_7,distantTeams_9,0,o-o,-0.14691
closeTeams_7,distantTeams_9,1,-->,-0.041814
closeTeams_7,distantTeams_9,3,-->,-0.015981
closeTeams_7,distantTeams_10,0,o-o,-0.092844
closeTeams_7,distantTeams_10,1,-->,-0.037873
closeTeams_7,distantTeams_10,2,-->,-0.013848
closeTeams_7,closeOps_1,0,o-o,0.019345
closeTeams_7,closeOps_1,1,-->,0.044377
closeTeams_7,closeOps_1,2,-->,0.027862
closeTeams_7,closeOps_1,3,-->,0.014985
closeTeams_7,closeOps_1,4,-->,0.014611
closeTeams_7,closeOps_1,5,-->,0.024569
closeTeams_7,closeOps_2,0,o-o,0.058964
closeTeams_7,closeOps_2,1,-->,0.066117
closeTeams_7,closeOps_2,2,-->,0.028211
closeTeams_7,closeOps_2,3,-->,0.02524
closeTeams_7,closeOps_2,4,-->,0.015011
closeTeams_7,closeOps_3,0,o-o,0.13887
closeTeams_7,closeOps_3,1,-->,0.04973
closeTeams_7,closeOps_3,2,-->,0.019855
closeTeams_7,closeOps_3,4,-->,-0.013778
closeTeams_7,closeOps_4,0,o-o,0.20838
closeTeams_7,closeOps_4,1,-->,0.026796
closeTeams_7,closeOps_4,4,-->,-0.034095
closeTeams_7,closeOps_5,0,o-o,0.26568
closeTeams_7,closeOps_5,1,-->,0.034683
closeTeams_7,closeOps_5,3,-->,0.014421
closeTeams_7,closeOps_6,0,o-o,0.34836
closeTeams_7,closeOps_6,1,-->,0.030555
closeTeams_7,closeOps_6,2,-->,-0.015162
closeTeams_7,closeOps_6,4,-->,-0.016435
closeTeams_7,closeOps_6,5,-->,-0.013106
closeTeams_7,closeOps_7,0,o-o,0.38007
closeTeams_7,closeOps_7,3,-->,0.015782
closeTeams_7,closeOps_8,0,o-o,0.3267
closeTeams_7,closeOps_8,1,-->,-0.024226
closeTeams_7,closeOps_8,2,-->,-0.01519
closeTeams_7,closeOps_8,4,-->,0.025384
closeTeams_7,closeOps_9,0,o-o,0.18917
closeTeams_7,closeOps_9,1,-->,-0.069431
closeTeams_7,closeOps_9,2,-->,-0.013602
closeTeams_7,closeOps_10,0,o-o,0.084172
closeTeams_7,closeOps_10,1,-->,-0.028785
closeTeams_7,closeOps_10,5,-->,-0.019278
closeTeams_7,closeOps_11,0,o-o,0.035948
closeTeams_7,closeOps_11,1,-->,-0.02797
closeTeams_7,closeOps_11,3,-->,-0.026269
closeTeams_7,closeOps_11,4,-->,-0.018693
closeTeams_7,distantOps_1,0,o-o,0.04558
closeTeams_7,distantOps_1,1,-->,0.019485
closeTeams_7,distantOps_1,3,-->,-0.015053
closeTeams_7,distantOps_2,0,o-o,0.073403
closeTeams_7,distantOps_2,1,-->,0.017232
closeTeams_7,distantOps_2,2,-->,0.02359
closeTeams_7,distantOps_2,4,-->,-0.03193
closeTeams_7,distantOps_3,0,o-o,0.028341
closeTeams_7,distantOps_3,1,-->,0.036278
closeTeams_7,distantOps_3,4,-->,-0.018049
closeTeams_7,distantOps_4,0,o-o,-0.15538
closeTeams_7,distantOps_5,0,o-o,-0.27466
closeTeams_7,distantOps_5,1,-->,-0.016857
closeTeams_7,distantOps_5,5,-->,0.02166
closeTeams_7,distantOps_6,0,o-o,-0.31109
closeTeams_7,distantOps_6,1,-->,-0.032818
closeTeams_7,distantOps_6,4,-->,0.017463
closeTeams_7,distantOps_6,5,-->,0.015391
closeTeams_7,distantOps_7,0,o-o,-0.26349
closeTeams_7,distantOps_7,1,-->,-0.026682
closeTeams_7,distantOps_7,4,-->,0.026578
closeTeams_7,distantOps_8,0,o-o,-0.2353
closeTeams_7,distantOps_8,1,-->,-0.020509
closeTeams_7,distantOps_8,4,-->,0.027122
closeTeams_7,distantOps_9,0,o-o,-0.18953
closeTeams_7,distantOps_9,1,-->,-0.029335
closeTeams_7,distantOps_9,2,-->,-0.020574
closeTeams_7,distantOps_9,4,-->,0.021706
closeTeams_7,distantOps_10,0,o-o,-0.14611
closeTeams_7,distantOps_10,1,-->,-0.021676
closeTeams_7,distantOps_10,2,-->,-0.01702
closeTeams_7,distantOps_10,4,-->,0.016879
closeTeams_7,distantOps_11,0,o-o,-0.10745
closeTeams_7,distantOps_11,1,-->,-0.013333
closeTeams_7,distantOps_11,2,-->,-0.041509
closeTeams_7,distantOps_11,3,-->,-0.026785
closeTeams_7,distantOps_11,4,-->,-0.017595
closeTeams_8,jerseyNumber,1,-->,0.016387
closeTeams_8,jerseyNumber,2,-->,0.019151
closeTeams_8,jerseyNumber,3,-->,0.037634
closeTeams_8,jerseyNumber,5,-->,0.04265
closeTeams_8,team,2,-->,-0.016847
closeTeams_8,team,3,-->,0.014214
closeTeams_8,direction,3,-->,0.012951
closeTeams_8,closeTeams_1,1,-->,0.030365
closeTeams_8,closeTeams_1,5,-->,0.014234
closeTeams_8,closeTeams_2,1,-->,0.019045
closeTeams_8,closeTeams_3,1,-->,0.029559
closeTeams_8,closeTeams_3,3,-->,-0.014218
closeTeams_8,closeTeams_3,5,-->,-0.015209
closeTeams_8,closeTeams_5,2,-->,0.026171
closeTeams_8,closeTeams_5,3,-->,-0.013477
closeTeams_8,closeTeams_6,1,-->,0.013637
closeTeams_8,closeTeams_6,2,-->,0.046261
closeTeams_8,closeTeams_6,4,-->,-0.017695
closeTeams_8,closeTeams_6,5,-->,0.033677
closeTeams_8,closeTeams_7,1,-->,0.036172
closeTeams_8,closeTeams_7,2,-->,0.02385
closeTeams_8,closeTeams_7,4,-->,-0.016231
closeTeams_8,closeTeams_7,5,-->,0.043256
closeTeams_8,closeTeams_8,1,-->,0.10247
closeTeams_8,closeTeams_8,2,-->,0.078659
closeTeams_8,closeTeams_8,3,-->,0.014178
closeTeams_8,closeTeams_8,4,-->,0.026975
closeTeams_8,closeTeams_8,5,-->,0.080542
closeTeams_8,closeTeams_9,0,o-o,0.34327
closeTeams_8,closeTeams_10,0,o-o,0.10796
closeTeams_8,closeTeams_10,3,-->,-0.017505
closeTeams_8,closeTeams_10,4,-->,-0.017019
closeTeams_8,closeTeams_10,5,-->,-0.016376
closeTeams_8,distantTeams_1,1,-->,-0.01349
closeTeams_8,distantTeams_1,2,-->,0.016764
closeTeams_8,distantTeams_1,3,-->,0.044234
closeTeams_8,distantTeams_1,4,-->,0.028349
closeTeams_8,distantTeams_1,5,-->,-0.023839
closeTeams_8,distantTeams_2,2,-->,0.017167
closeTeams_8,distantTeams_2,3,-->,0.070685
closeTeams_8,distantTeams_2,4,-->,0.020962
closeTeams_8,distantTeams_2,5,-->,-0.036429
closeTeams_8,distantTeams_3,0,o-o,-0.52322
closeTeams_8,distantTeams_3,1,-->,0.045497
closeTeams_8,distantTeams_3,2,-->,0.046745
closeTeams_8,distantTeams_3,3,-->,0.044954
closeTeams_8,distantTeams_3,5,-->,-0.040824
closeTeams_8,distantTeams_4,0,o-o,-0.35364
closeTeams_8,distantTeams_4,1,-->,-0.020521
closeTeams_8,distantTeams_4,2,-->,-0.013808
closeTeams_8,distantTeams_4,3,-->,0.019316
closeTeams_8,distantTeams_4,4,-->,0.038663
closeTeams_8,distantTeams_4,5,-->,-0.034906
closeTeams_8,distantTeams_5,0,o-o,-0.25166
closeTeams_8,distantTeams_5,1,-->,-0.018112
closeTeams_8,distantTeams_5,2,-->,-0.038161
closeTeams_8,distantTeams_5,3,-->,0.013843
closeTeams_8,distantTeams_5,4,-->,0.020841
closeTeams_8,distantTeams_5,5,-->,-0.039443
closeTeams_8,distantTeams_6,0,o-o,-0.17798
closeTeams_8,distantTeams_6,2,-->,-0.025885
closeTeams_8,distantTeams_6,3,-->,0.013916
closeTeams_8,distantTeams_7,0,o-o,-0.12805
closeTeams_8,distantTeams_8,0,o-o,-0.093423
closeTeams_8,distantTeams_9,0,o-o,-0.069478
closeTeams_8,distantTeams_9,1,-->,-0.027575
closeTeams_8,distantTeams_10,0,o-o,-0.038323
closeTeams_8,distantTeams_10,1,-->,-0.01363
closeTeams_8,closeOps_1,1,-->,0.013587
closeTeams_8,closeOps_1,5,-->,0.013524
closeTeams_8,closeOps_2,0,o-o,0.023219
closeTeams_8,closeOps_2,1,-->,0.027476
closeTeams_8,closeOps_3,0,o-o,0.063119
closeTeams_8,closeOps_3,1,-->,0.024318
closeTeams_8,closeOps_3,2,-->,0.015282
closeTeams_8,closeOps_4,0,o-o,0.11638
closeTeams_8,closeOps_4,1,-->,0.016721
closeTeams_8,closeOps_4,2,-->,0.015241
closeTeams_8,closeOps_4,4,-->,-0.016937
closeTeams_8,closeOps_5,0,o-o,0.16428
closeTeams_8,closeOps_5,1,-->,0.043728
closeTeams_8,closeOps_6,0,o-o,0.21753
closeTeams_8,closeOps_6,2,-->,0.033874
closeTeams_8,closeOps_6,4,-->,-0.019126
closeTeams_8,closeOps_7,0,o-o,0.27225
closeTeams_8,closeOps_7,3,-->,-0.017145
closeTeams_8,closeOps_7,5,-->,0.058467
closeTeams_8,closeOps_8,0,o-o,0.2345
closeTeams_8,closeOps_8,2,-->,-0.014126
closeTeams_8,closeOps_8,5,-->,0.045309
closeTeams_8,closeOps_9,0,o-o,0.14954
closeTeams_8,closeOps_9,1,-->,-0.045641
closeTeams_8,closeOps_9,2,-->,-0.026319
closeTeams_8,closeOps_9,4,-->,0.037306
closeTeams_8,closeOps_9,5,-->,0.049669
closeTeams_8,closeOps_10,0,o-o,0.055626
closeTeams_8,closeOps_10,1,-->,-0.018513
closeTeams_8,closeOps_10,3,-->,-0.024507
closeTeams_8,closeOps_10,4,-->,-0.026564
closeTeams_8,closeOps_10,5,-->,-0.027148
closeTeams_8,closeOps_11,1,-->,-0.035153
closeTeams_8,closeOps_11,3,-->,-0.019313
closeTeams_8,closeOps_11,4,-->,-0.027617
closeTeams_8,closeOps_11,5,-->,-0.014471
closeTeams_8,distantOps_1,0,o-o,0.038935
closeTeams_8,distantOps_1,1,-->,0.029354
closeTeams_8,distantOps_1,3,-->,-0.026891
closeTeams_8,distantOps_1,4,-->,0.023043
closeTeams_8,distantOps_2,0,o-o,0.064474
closeTeams_8,distantOps_2,1,-->,0.028697
closeTeams_8,distantOps_2,5,-->,-0.024869
closeTeams_8,distantOps_3,0,o-o,-0.035373
closeTeams_8,distantOps_3,3,-->,0.013826
closeTeams_8,distantOps_4,0,o-o,-0.14048
closeTeams_8,distantOps_5,0,o-o,-0.21261
closeTeams_8,distantOps_5,3,-->,0.014645
closeTeams_8,distantOps_5,4,-->,0.015133
closeTeams_8,distantOps_5,5,-->,-0.051362
closeTeams_8,distantOps_6,0,o-o,-0.19848
closeTeams_8,distantOps_6,1,-->,-0.014825
closeTeams_8,distantOps_6,2,-->,-0.01613
closeTeams_8,distantOps_6,4,-->,0.018395
closeTeams_8,distantOps_6,5,-->,-0.012935
closeTeams_8,distantOps_7,0,o-o,-0.15963
closeTeams_8,distantOps_7,1,-->,-0.017092
closeTeams_8,distantOps_7,4,-->,0.022977
closeTeams_8,distantOps_8,0,o-o,-0.12954
closeTeams_8,distantOps_8,2,-->,-0.016066
closeTeams_8,distantOps_8,4,-->,0.019285
closeTeams_8,distantOps_9,0,o-o,-0.093035
closeTeams_8,distantOps_9,2,-->,-0.022894
closeTeams_8,distantOps_9,3,-->,0.023316
closeTeams_8,distantOps_10,0,o-o,-0.073681
closeTeams_8,distantOps_10,3,-->,0.015005
closeTeams_8,distantOps_11,0,o-o,-0.059399
closeTeams_8,distantOps_11,2,-->,-0.014021
closeTeams_9,jerseyNumber,3,-->,0.030112
closeTeams_9,team,2,-->,-0.017033
closeTeams_9,direction,1,-->,0.013238
closeTeams_9,closeTeams_3,4,-->,0.013358
closeTeams_9,closeTeams_4,5,-->,-0.014997
closeTeams_9,closeTeams_5,3,-->,0.013766
closeTeams_9,closeTeams_5,5,-->,-0.016937
closeTeams_9,closeTeams_6,3,-->,0.020533
closeTeams_9,closeTeams_6,4,-->,-0.016517
closeTeams_9,closeTeams_6,5,-->,-0.012996
closeTeams_9,closeTeams_7,1,-->,0.022815
closeTeams_9,closeTeams_7,2,-->,0.02541
closeTeams_9,closeTeams_7,3,-->,0.022094
closeTeams_9,closeTeams_7,4,-->,-0.019043
closeTeams_9,closeTeams_7,5,-->,-0.017762
closeTeams_9,closeTeams_8,1,-->,0.058768
closeTeams_9,closeTeams_8,2,-->,0.024512
closeTeams_9,closeTeams_8,3,-->,0.055732
closeTeams_9,closeTeams_8,4,-->,-0.01969
closeTeams_9,closeTeams_9,1,-->,0.1511
closeTeams_9,closeTeams_9,2,-->,0.11866
closeTeams_9,closeTeams_9,3,-->,0.066389
closeTeams_9,closeTeams_9,5,-->,0.053622
closeTeams_9,closeTeams_10,0,o-o,0.36215
closeTeams_9,closeTeams_10,1,-->,0.092748
closeTeams_9,closeTeams_10,2,-->,-0.05651
closeTeams_9,closeTeams_10,3,-->,0.048213
