id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
2449396,34,0,1,21,1,77,100,55.0,71.0
2449434,34,2,1,21,1,44,100,30.0,64.0
2449464,34,4,1,21,1,29,100,17.0,36.0
2449605,34,10,0,9,22,21,81,29.0,73.0
2449671,34,13,3,19,1,53,80,42.0,66.0
2449681,34,14,3,19,1,30,86,34.0,66.0
2449686,34,14,3,19,1,32,85,29.0,62.0
2449829,34,20,3,19,1,53,88,49.0,70.0
2449891,34,24,0,1,27,58,88,63.0,93.0
2449974,34,30,3,19,1,30,79,9.0,59.0
2450025,34,32,0,9,27,29,85,39.0,75.0
2450065,34,33,3,19,1,34,87,30.0,64.0
2450166,34,40,3,19,1,57,79,58.0,67.0
2450168,34,40,3,19,1,39,72,34.0,76.0
2450202,34,42,3,13,1,27,89,22.0,19.0
2450228,34,44,3,12,1,38,67,64.0,67.0
2450285,34,46,0,9,27,34,95,28.0,91.0
2450286,34,46,3,19,1,28,91,4.0,60.0
2450303,34,47,3,19,1,67,96,59.0,94.0
2450304,34,47,3,19,1,59,94,55.0,87.0
2450320,34,48,0,9,27,9,76,3.0,88.0
2450421,34,53,3,19,1,41,94,41.0,73.0
2450488,34,57,3,13,1,23,86,40.0,64.0
2450497,34,57,3,19,5,68,93,77.0,87.0
2450508,34,57,3,19,1,73,94,89.0,93.0
2450524,34,60,3,4,19,73,87,84.0,39.0
2450568,34,62,3,19,1,41,95,32.0,77.0
2450579,34,63,3,13,1,43,96,83.0,93.0
2450584,34,63,1,21,1,86,100,98.0,80.0
2450589,34,64,1,3,1,100,0,65.0,63.0
2450695,34,72,3,19,1,74,99,74.0,81.0
2450697,34,72,3,19,1,73,96,49.0,87.0
2450703,34,72,3,19,1,73,96,76.0,95.0
2450705,34,72,3,19,1,72,95,60.0,89.0
2450740,34,74,3,19,1,28,82,31.0,59.0
2450758,34,74,0,8,22,93,96,87.0,97.0
2450759,34,74,3,19,1,87,97,74.0,97.0
2450762,34,74,3,19,1,80,94,74.0,80.0
2450952,34,83,3,19,1,31,87,27.0,77.0
2450954,34,83,3,19,1,28,86,18.0,49.0
2450973,34,84,1,21,1,66,100,62.0,84.0
2450984,34,84,1,3,19,100,100,90.0,60.0
2451032,34,86,3,19,1,72,95,64.0,82.0
2449381,172,0,3,19,1,29,32,40.0,73.0
2449418,172,1,3,19,1,29,35,27.0,48.0
2449420,172,1,3,13,1,7,17,39.0,22.0
2449431,172,2,0,1,27,36,34,56.0,0.0
2449453,172,3,3,19,1,7,16,30.0,9.0
2449460,172,3,3,19,1,44,32,55.0,11.0
2449504,172,6,3,19,1,54,24,55.0,7.0
2449509,172,6,3,19,1,42,24,51.0,75.0
2449543,172,8,3,19,1,28,46,31.0,32.0
2449549,172,8,3,19,1,33,36,55.0,8.0
2449586,172,9,3,19,1,46,49,56.0,6.0
2449588,172,10,3,19,1,39,22,46.0,72.0
2449590,172,10,3,19,1,34,39,41.0,28.0
2449603,172,10,3,19,1,63,34,72.0,21.0
2449608,172,10,3,19,1,63,26,70.0,14.0
2449610,172,10,3,19,1,59,22,47.0,31.0
2449628,172,11,3,19,1,63,51,65.0,30.0
2449632,172,11,3,12,1,53,17,65.0,29.0
2449647,172,12,3,19,1,28,58,43.0,45.0
2449656,172,12,3,19,1,54,43,62.0,23.0
2449660,172,12,3,19,1,62,30,82.0,13.0
2449702,172,14,3,19,1,39,41,54.0,18.0
2449737,172,16,0,1,27,26,32,33.0,37.0
2449741,172,16,3,19,5,32,37,2.0,44.0
2449744,172,16,3,19,5,9,12,25.0,7.0
2449768,172,17,3,19,1,70,39,81.0,12.0
2449770,172,17,3,19,1,70,45,71.0,75.0
2449789,172,18,3,19,1,47,26,63.0,6.0
2449806,172,19,3,19,1,48,48,66.0,33.0
2449836,172,20,3,12,20,14,59,28.0,50.0
2449896,172,24,3,19,1,20,16,28.0,73.0
2449907,172,25,3,19,1,41,22,58.0,7.0
2449909,172,25,3,19,1,39,21,44.0,42.0
2449921,172,26,3,19,1,27,34,48.0,71.0
2449932,172,27,3,19,1,46,58,51.0,50.0
2449962,172,29,3,19,1,21,19,25.0,69.0
2449985,172,30,3,19,1,18,51,29.0,90.0
2450021,172,32,3,19,1,29,34,54.0,8.0
2450039,172,32,0,1,27,31,30,39.0,39.0
2450053,172,33,3,19,1,33,33,42.0,27.0
2450080,172,34,3,19,1,36,46,70.0,2.0
