id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
520345,104,2,1,5,1,35,97,25.0,70.0
520349,104,2,3,19,1,30,91,28.0,73.0
520384,104,4,3,19,1,37,85,31.0,71.0
520478,104,12,3,19,1,43,95,35.0,68.0
520488,104,13,0,9,27,63,95,73.0,98.0
520594,104,18,3,19,1,48,83,47.0,44.0
520608,104,18,3,19,1,70,80,82.0,86.0
520625,104,19,3,19,1,58,95,95.0,88.0
520631,104,20,1,21,1,86,100,92.0,60.0
520644,104,20,3,19,1,56,97,58.0,82.0
520658,104,21,3,19,1,73,97,93.0,96.0
520681,104,22,0,1,27,46,78,59.0,95.0
520714,104,24,3,19,1,47,73,46.0,40.0
520723,104,25,1,21,1,48,100,32.0,76.0
520736,104,25,3,19,1,54,97,89.0,95.0
520740,104,25,0,9,22,98,72,0.0,0.0
520828,104,30,3,19,1,43,92,59.0,76.0
520874,104,32,3,19,1,43,92,41.0,65.0
520929,104,35,3,19,1,69,90,73.0,98.0
520949,104,36,3,19,1,33,78,40.0,69.0
520992,104,37,0,9,27,11,72,3.0,61.0
521029,104,39,3,19,1,60,93,54.0,43.0
521046,104,40,3,19,1,62,89,67.0,73.0
521058,104,41,3,19,1,33,94,33.0,70.0
521099,104,43,3,19,1,48,96,39.0,70.0
521165,104,48,3,19,1,43,82,57.0,70.0
521167,104,48,3,19,1,42,78,39.0,58.0
521171,104,48,3,19,1,46,86,38.0,62.0
521174,104,48,3,19,1,36,86,65.0,91.0
521188,104,49,3,19,1,26,91,20.0,83.0
521200,104,50,3,19,1,30,69,34.0,56.0
521206,104,50,3,19,1,40,74,54.0,63.0
520308,128,0,3,19,1,12,48,28.0,70.0
520361,128,2,3,19,1,5,41,8.0,25.0
520363,128,3,3,19,1,6,52,7.0,79.0
520389,128,6,3,19,1,9,48,22.0,68.0
520474,128,12,4,17,15,0,0,24.0,53.0
520622,128,19,1,5,1,12,57,20.0,41.0
520795,128,29,3,19,1,7,31,15.0,33.0
520826,128,30,3,11,20,13,59,22.0,83.0
520871,128,32,4,17,1,0,0,12.0,41.0
520872,128,32,3,19,1,10,55,25.0,43.0
520912,128,34,3,11,1,15,78,32.0,77.0
521056,128,41,3,19,1,13,48,23.0,73.0
521134,128,46,1,5,1,11,16,72.0,43.0
521154,128,47,3,11,20,10,34,33.0,3.0
521198,128,49,3,11,20,13,26,21.0,61.0
521337,128,57,1,5,1,11,34,19.0,33.0
521469,128,64,3,19,1,11,31,28.0,32.0
521481,128,65,3,19,1,12,51,14.0,65.0
521483,128,65,3,13,1,11,45,50.0,57.0
521520,128,67,4,17,9,0,0,24.0,31.0
521521,128,67,3,11,1,9,44,32.0,75.0
521658,128,74,3,19,1,13,43,25.0,60.0
521677,128,75,3,19,1,16,58,30.0,67.0
521845,128,85,1,5,1,7,55,34.0,54.0
521970,128,92,1,5,1,13,44,29.0,35.0
520339,542,2,3,19,1,32,22,68.0,5.0
520461,542,11,0,9,27,13,49,11.0,53.0
520466,542,12,3,19,1,27,22,14.0,39.0
