Variable i,Variable j,Time lag of i,Link type i --- j,Link value
closeTeams_8,closeTeams_7,2,-->,0.032891
closeTeams_8,closeTeams_7,5,-->,0.04247
closeTeams_8,closeTeams_8,1,-->,0.10193
closeTeams_8,closeTeams_8,2,-->,0.064623
closeTeams_8,closeTeams_8,4,-->,0.024279
closeTeams_8,closeTeams_8,5,-->,0.07015
closeTeams_8,closeTeams_9,0,o-o,0.34714
closeTeams_8,closeTeams_10,0,o-o,0.11129
closeTeams_8,closeTeams_10,2,-->,0.024598
closeTeams_8,distantTeams_1,2,-->,0.022982
closeTeams_8,distantTeams_1,3,-->,0.023888
closeTeams_8,distantTeams_1,4,-->,0.031867
closeTeams_8,distantTeams_1,5,-->,-0.02096
closeTeams_8,distantTeams_2,3,-->,0.062731
closeTeams_8,distantTeams_2,5,-->,-0.024424
closeTeams_8,distantTeams_3,0,o-o,-0.52579
closeTeams_8,distantTeams_3,1,-->,0.054228
closeTeams_8,distantTeams_3,2,-->,0.046956
closeTeams_8,distantTeams_3,3,-->,0.049227
closeTeams_8,distantTeams_3,5,-->,-0.028432
closeTeams_8,distantTeams_4,0,o-o,-0.35368
closeTeams_8,distantTeams_4,1,-->,-0.021391
closeTeams_8,distantTeams_4,3,-->,0.022895
closeTeams_8,distantTeams_4,4,-->,0.023418
closeTeams_8,distantTeams_4,5,-->,-0.041244
closeTeams_8,distantTeams_5,0,o-o,-0.24893
closeTeams_8,distantTeams_5,2,-->,-0.03752
closeTeams_8,distantTeams_5,5,-->,-0.037288
closeTeams_8,distantTeams_6,0,o-o,-0.17492
closeTeams_8,distantTeams_6,2,-->,-0.022146
closeTeams_8,distantTeams_7,0,o-o,-0.12618
closeTeams_8,distantTeams_8,0,o-o,-0.092821
closeTeams_8,distantTeams_9,0,o-o,-0.067811
closeTeams_8,distantTeams_10,0,o-o,-0.035399
closeTeams_8,closeOps_2,0,o-o,0.022931
closeTeams_8,closeOps_3,0,o-o,0.063694
closeTeams_8,closeOps_4,0,o-o,0.11587
closeTeams_8,closeOps_5,0,o-o,0.16373
closeTeams_8,closeOps_5,1,-->,0.037411
closeTeams_8,closeOps_6,0,o-o,0.21531
closeTeams_8,closeOps_6,2,-->,0.029996
closeTeams_8,closeOps_7,0,o-o,0.2715
closeTeams_8,closeOps_7,5,-->,0.060906
closeTeams_8,closeOps_8,0,o-o,0.23392
closeTeams_8,closeOps_8,5,-->,0.052631
closeTeams_8,closeOps_9,0,o-o,0.14807
closeTeams_8,closeOps_9,1,-->,-0.038155
closeTeams_8,closeOps_9,2,-->,-0.021716
closeTeams_8,closeOps_9,4,-->,0.028172
closeTeams_8,closeOps_9,5,-->,0.043323
closeTeams_8,closeOps_10,0,o-o,0.056696
closeTeams_8,closeOps_10,3,-->,-0.021146
closeTeams_8,closeOps_10,4,-->,-0.025453
closeTeams_8,closeOps_10,5,-->,-0.028196
closeTeams_8,closeOps_11,1,-->,-0.029651
closeTeams_8,closeOps_11,4,-->,-0.022524
closeTeams_8,distantOps_1,0,o-o,0.036933
closeTeams_8,distantOps_1,1,-->,0.031144
closeTeams_8,distantOps_1,3,-->,-0.027576
closeTeams_8,distantOps_2,0,o-o,0.063412
closeTeams_8,distantOps_2,5,-->,-0.038376
closeTeams_8,distantOps_3,0,o-o,-0.039302
closeTeams_8,distantOps_4,0,o-o,-0.13882
closeTeams_8,distantOps_4,5,-->,-0.021834
closeTeams_8,distantOps_5,0,o-o,-0.21247
closeTeams_8,distantOps_5,5,-->,-0.052782
closeTeams_8,distantOps_6,0,o-o,-0.19774
closeTeams_8,distantOps_7,0,o-o,-0.16026
closeTeams_8,distantOps_7,1,-->,-0.021502
closeTeams_8,distantOps_7,4,-->,0.025547
closeTeams_8,distantOps_8,0,o-o,-0.12955
closeTeams_8,distantOps_9,0,o-o,-0.093935
closeTeams_8,distantOps_10,0,o-o,-0.073292
closeTeams_8,distantOps_11,0,o-o,-0.058168
closeTeams_9,jerseyNumber,3,-->,0.028705
closeTeams_9,closeTeams_6,3,-->,0.027602
closeTeams_9,closeTeams_6,4,-->,-0.020812
closeTeams_9,closeTeams_7,1,-->,0.024593
closeTeams_9,closeTeams_8,1,-->,0.06023
closeTeams_9,closeTeams_8,3,-->,0.048039
closeTeams_9,closeTeams_9,1,-->,0.13198
closeTeams_9,closeTeams_9,2,-->,0.095023
closeTeams_9,closeTeams_9,3,-->,0.064959
closeTeams_9,closeTeams_9,5,-->,0.059434
closeTeams_9,closeTeams_10,0,o-o,0.36066
closeTeams_9,closeTeams_10,1,-->,0.083686
closeTeams_9,closeTeams_10,2,-->,-0.05874
closeTeams_9,closeTeams_10,3,-->,0.055735
closeTeams_9,distantTeams_1,0,o-o,0.074734
closeTeams_9,distantTeams_1,1,-->,-0.04262
closeTeams_9,distantTeams_1,3,-->,-0.061246
closeTeams_9,distantTeams_1,5,-->,0.037096
closeTeams_9,distantTeams_2,0,o-o,-0.33838
closeTeams_9,distantTeams_2,4,-->,0.043389
closeTeams_9,distantTeams_3,0,o-o,-0.20082
closeTeams_9,distantTeams_3,2,-->,-0.021755
closeTeams_9,distantTeams_3,3,-->,-0.033146
closeTeams_9,distantTeams_4,0,o-o,-0.12651
closeTeams_9,distantTeams_5,0,o-o,-0.094762
closeTeams_9,distantTeams_5,3,-->,-0.024505
closeTeams_9,distantTeams_5,5,-->,0.02124
closeTeams_9,distantTeams_6,0,o-o,-0.069563
closeTeams_9,distantTeams_7,0,o-o,-0.05278
closeTeams_9,distantTeams_8,0,o-o,-0.036172
closeTeams_9,distantTeams_9,0,o-o,-0.027393
closeTeams_9,closeOps_3,0,o-o,0.021112
closeTeams_9,closeOps_4,0,o-o,0.041429
closeTeams_9,closeOps_5,0,o-o,0.059719
closeTeams_9,closeOps_5,5,-->,-0.025505
closeTeams_9,closeOps_6,0,o-o,0.08025
closeTeams_9,closeOps_6,3,-->,0.032064
closeTeams_9,closeOps_6,5,-->,-0.035504
closeTeams_9,closeOps_7,0,o-o,0.10179
closeTeams_9,closeOps_7,5,-->,-0.043153
closeTeams_9,closeOps_8,0,o-o,0.10293
closeTeams_9,closeOps_9,0,o-o,0.093123
closeTeams_9,closeOps_9,2,-->,-0.037342
closeTeams_9,closeOps_10,0,o-o,0.10343
closeTeams_9,closeOps_10,2,-->,-0.027511
closeTeams_9,closeOps_10,3,-->,0.029236
closeTeams_9,closeOps_10,5,-->,0.02738
closeTeams_9,closeOps_11,0,o-o,0.049882
closeTeams_9,closeOps_11,3,-->,0.048228
closeTeams_9,distantOps_1,1,-->,0.032851
closeTeams_9,distantOps_1,2,-->,-0.022537
closeTeams_9,distantOps_1,3,-->,-0.026719
closeTeams_9,distantOps_2,3,-->,0.025571
closeTeams_9,distantOps_3,0,o-o,-0.032658
closeTeams_9,distantOps_3,1,-->,-0.021136
closeTeams_9,distantOps_3,2,-->,0.022009
closeTeams_9,distantOps_4,0,o-o,-0.069374
closeTeams_9,distantOps_5,0,o-o,-0.082915
closeTeams_9,distantOps_5,1,-->,-0.022331
closeTeams_9,distantOps_5,5,-->,0.042031
closeTeams_9,distantOps_6,0,o-o,-0.078638
closeTeams_9,distantOps_6,3,-->,-0.035003
closeTeams_9,distantOps_6,5,-->,0.039708
closeTeams_9,distantOps_7,0,o-o,-0.061596
closeTeams_9,distantOps_7,3,-->,-0.02758
closeTeams_9,distantOps_7,5,-->,0.034186
closeTeams_9,distantOps_8,0,o-o,-0.046269
closeTeams_9,distantOps_8,3,-->,-0.026818
closeTeams_9,distantOps_9,0,o-o,-0.031921
closeTeams_9,distantOps_9,3,-->,-0.035803
closeTeams_9,distantOps_10,0,o-o,-0.027844
closeTeams_9,distantOps_11,0,o-o,-0.021693
closeTeams_10,closeTeams_8,1,-->,0.025905
closeTeams_10,closeTeams_8,4,-->,-0.030292
closeTeams_10,closeTeams_8,5,-->,0.021959
closeTeams_10,closeTeams_9,1,-->,0.1157
closeTeams_10,closeTeams_9,2,-->,-0.024696
closeTeams_10,closeTeams_9,4,-->,-0.060277
closeTeams_10,closeTeams_9,5,-->,0.041366
closeTeams_10,closeTeams_10,1,-->,0.17366
closeTeams_10,closeTeams_10,2,-->,0.05339
closeTeams_10,closeTeams_10,3,-->,0.058364
closeTeams_10,closeTeams_10,4,-->,0.022627
closeTeams_10,closeTeams_10,5,-->,0.047316
closeTeams_10,distantTeams_1,0,o-o,-0.18555
closeTeams_10,distantTeams_1,1,-->,0.079499
closeTeams_10,distantTeams_2,0,o-o,-0.13822
closeTeams_10,distantTeams_3,0,o-o,-0.071291
closeTeams_10,distantTeams_3,1,-->,-0.021721
closeTeams_10,distantTeams_4,0,o-o,-0.041318
closeTeams_10,distantTeams_5,0,o-o,-0.029554
closeTeams_10,distantTeams_5,4,-->,0.021619
closeTeams_10,distantTeams_6,0,o-o,-0.021749
closeTeams_10,distantTeams_7,0,o-o,-0.018095
closeTeams_10,closeOps_6,0,o-o,0.018431
closeTeams_10,closeOps_7,0,o-o,0.033316
closeTeams_10,closeOps_8,0,o-o,0.037785
closeTeams_10,closeOps_8,5,-->,-0.033018
closeTeams_10,closeOps_9,0,o-o,0.075859
closeTeams_10,closeOps_9,5,-->,-0.03422
closeTeams_10,closeOps_10,0,o-o,0.095435
closeTeams_10,closeOps_10,2,-->,-0.043017
closeTeams_10,closeOps_10,4,-->,0.027177
closeTeams_10,closeOps_10,5,-->,-0.029129
closeTeams_10,closeOps_11,0,o-o,-0.04573
closeTeams_10,closeOps_11,1,-->,-0.035967
closeTeams_10,closeOps_11,2,-->,-0.056502
closeTeams_10,closeOps_11,5,-->,-0.061247
closeTeams_10,distantOps_1,1,-->,-0.043464
closeTeams_10,distantOps_1,2,-->,0.020789
closeTeams_10,distantOps_1,3,-->,0.025887
closeTeams_10,distantOps_2,0,o-o,-0.027687
closeTeams_10,distantOps_2,1,-->,-0.070559
closeTeams_10,distantOps_2,2,-->,0.06156
closeTeams_10,distantOps_2,4,-->,-0.027264
closeTeams_10,distantOps_3,0,o-o,-0.050176
closeTeams_10,distantOps_4,0,o-o,-0.035773
closeTeams_10,distantOps_5,0,o-o,-0.035834
closeTeams_10,distantOps_6,0,o-o,-0.01986
closeTeams_10,distantOps_7,4,-->,0.020891
distantTeams_1,jerseyNumber,5,-->,-0.023861
distantTeams_1,team,3,-->,0.023331
distantTeams_1,coordinate_y,4,-->,-0.02202
distantTeams_1,closeTeams_1,4,-->,0.032248
distantTeams_1,closeTeams_2,1,-->,-0.023919
distantTeams_1,closeTeams_2,4,-->,0.021796
distantTeams_1,closeTeams_4,1,-->,-0.022643
distantTeams_1,closeTeams_4,4,-->,0.031143
distantTeams_1,closeTeams_4,5,-->,0.021706
distantTeams_1,closeTeams_5,1,-->,-0.021948
distantTeams_1,closeTeams_5,4,-->,0.021488
distantTeams_1,closeTeams_6,1,-->,-0.038949
distantTeams_1,closeTeams_6,3,-->,-0.027602
distantTeams_1,closeTeams_6,4,-->,0.040918
distantTeams_1,closeTeams_7,1,-->,-0.054915
distantTeams_1,closeTeams_7,2,-->,0.027937
distantTeams_1,closeTeams_7,3,-->,-0.029952
distantTeams_1,closeTeams_7,4,-->,0.038474
distantTeams_1,closeTeams_8,1,-->,-0.05497
distantTeams_1,closeTeams_8,2,-->,0.066427
distantTeams_1,closeTeams_8,3,-->,-0.051088
distantTeams_1,closeTeams_8,4,-->,0.029312
distantTeams_1,closeTeams_8,5,-->,0.028675
distantTeams_1,closeTeams_9,1,-->,0.022888
distantTeams_1,closeTeams_9,2,-->,0.034244
distantTeams_1,closeTeams_9,3,-->,-0.022831
distantTeams_1,closeTeams_9,4,-->,-0.024571
distantTeams_1,closeTeams_10,1,-->,0.027662
distantTeams_1,closeTeams_10,2,-->,0.0215
distantTeams_1,closeTeams_10,4,-->,-0.028135
distantTeams_1,distantTeams_1,1,-->,0.2966
distantTeams_1,distantTeams_1,2,-->,0.071978
distantTeams_1,distantTeams_1,3,-->,0.031573
distantTeams_1,distantTeams_1,4,-->,0.033056
distantTeams_1,distantTeams_2,0,o-o,0.46117
distantTeams_1,distantTeams_2,1,-->,0.10469
distantTeams_1,distantTeams_2,2,-->,-0.057253
distantTeams_1,distantTeams_3,0,o-o,0.13878
distantTeams_1,distantTeams_3,2,-->,-0.051623
distantTeams_1,distantTeams_4,2,-->,-0.052034
distantTeams_1,distantTeams_4,5,-->,0.021902
distantTeams_1,distantTeams_5,0,o-o,-0.01977
distantTeams_1,distantTeams_5,1,-->,0.024689
distantTeams_1,distantTeams_5,3,-->,0.026505
distantTeams_1,distantTeams_6,1,-->,0.03182
distantTeams_1,distantTeams_6,4,-->,-0.02708
distantTeams_1,distantTeams_7,0,o-o,0.031255
distantTeams_1,distantTeams_7,1,-->,0.041398
distantTeams_1,distantTeams_7,4,-->,-0.033906
distantTeams_1,distantTeams_8,0,o-o,0.029467
distantTeams_1,distantTeams_8,1,-->,0.040247
distantTeams_1,distantTeams_9,1,-->,0.042925
distantTeams_1,distantTeams_10,0,o-o,-0.044905
distantTeams_1,distantTeams_10,1,-->,0.026036
distantTeams_1,closeOps_1,0,o-o,-0.05338
distantTeams_1,closeOps_1,1,-->,-0.025229
distantTeams_1,closeOps_2,0,o-o,0.022985
distantTeams_1,closeOps_2,2,-->,-0.021196
distantTeams_1,closeOps_3,4,-->,0.03396
distantTeams_1,closeOps_4,1,-->,0.021342
distantTeams_1,closeOps_4,2,-->,-0.027315
distantTeams_1,closeOps_4,3,-->,-0.023063
distantTeams_1,closeOps_5,0,o-o,-0.035319
distantTeams_1,closeOps_6,0,o-o,-0.047425
distantTeams_1,closeOps_6,4,-->,0.024982
distantTeams_1,closeOps_7,0,o-o,-0.059958
distantTeams_1,closeOps_7,2,-->,0.045718
distantTeams_1,closeOps_7,3,-->,-0.02365
distantTeams_1,closeOps_8,0,o-o,-0.024014
distantTeams_1,closeOps_8,2,-->,0.053473
distantTeams_1,closeOps_8,3,-->,-0.032776
distantTeams_1,closeOps_9,1,-->,-0.022215
distantTeams_1,closeOps_9,2,-->,0.031219
distantTeams_1,closeOps_9,3,-->,-0.02998
distantTeams_1,closeOps_10,0,o-o,-0.040292
distantTeams_1,closeOps_10,1,-->,-0.030656
distantTeams_1,closeOps_11,2,-->,0.035269
distantTeams_1,closeOps_11,4,-->,-0.049147
distantTeams_1,distantOps_1,0,o-o,-0.4133
distantTeams_1,distantOps_1,1,-->,-0.13459
distantTeams_1,distantOps_1,2,-->,0.053113
distantTeams_1,distantOps_1,3,-->,0.028424
distantTeams_1,distantOps_1,4,-->,0.049571
distantTeams_1,distantOps_1,5,-->,0.087391
distantTeams_1,distantOps_2,0,o-o,-0.22985
distantTeams_1,distantOps_2,1,-->,-0.064565
distantTeams_1,distantOps_2,2,-->,0.036646
distantTeams_1,distantOps_2,5,-->,0.02983
distantTeams_1,distantOps_3,0,o-o,-0.05223
distantTeams_1,distantOps_4,0,o-o,0.046029
distantTeams_1,distantOps_4,1,-->,0.032012
distantTeams_1,distantOps_4,2,-->,-0.029849
distantTeams_1,distantOps_5,0,o-o,0.10348
distantTeams_1,distantOps_5,1,-->,0.039574
distantTeams_1,distantOps_5,2,-->,-0.039111
distantTeams_1,distantOps_6,0,o-o,0.043173
distantTeams_1,distantOps_6,1,-->,0.034909
distantTeams_1,distantOps_8,0,o-o,-0.042782
distantTeams_1,distantOps_8,2,-->,0.031408
distantTeams_1,distantOps_8,3,-->,0.033083
distantTeams_1,distantOps_9,0,o-o,-0.046628
distantTeams_1,distantOps_9,1,-->,-0.033725
distantTeams_1,distantOps_9,2,-->,0.023695
distantTeams_1,distantOps_9,3,-->,0.028672
distantTeams_1,distantOps_9,4,-->,-0.021996
distantTeams_1,distantOps_10,0,o-o,-0.036623
distantTeams_1,distantOps_11,0,o-o,0.034218
distantTeams_2,team,1,-->,0.021132
distantTeams_2,team,5,-->,0.028472
distantTeams_2,closeTeams_4,1,-->,-0.024356
distantTeams_2,closeTeams_4,2,-->,-0.024704
distantTeams_2,closeTeams_5,1,-->,-0.037983
distantTeams_2,closeTeams_6,1,-->,-0.042864
distantTeams_2,closeTeams_7,1,-->,-0.047761
distantTeams_2,closeTeams_8,1,-->,-0.055647
distantTeams_2,closeTeams_8,3,-->,0.030531
distantTeams_2,closeTeams_9,2,-->,-0.027311
distantTeams_2,closeTeams_9,5,-->,0.037669
distantTeams_2,distantTeams_1,1,-->,0.029639
distantTeams_2,distantTeams_1,2,-->,-0.023081
distantTeams_2,distantTeams_1,4,-->,-0.050578
distantTeams_2,distantTeams_2,1,-->,0.15647
distantTeams_2,distantTeams_2,2,-->,0.10867
distantTeams_2,distantTeams_2,3,-->,0.043239
distantTeams_2,distantTeams_2,4,-->,0.037847
distantTeams_2,distantTeams_3,0,o-o,0.25977
distantTeams_2,distantTeams_3,1,-->,0.035135
distantTeams_2,distantTeams_3,2,-->,-0.023186
distantTeams_2,distantTeams_4,0,o-o,0.033162
distantTeams_2,distantTeams_5,0,o-o,-0.029691
distantTeams_2,distantTeams_5,1,-->,0.028026
distantTeams_2,distantTeams_6,1,-->,0.029824
distantTeams_2,distantTeams_8,1,-->,0.038504
distantTeams_2,distantTeams_9,3,-->,-0.021856
distantTeams_2,distantTeams_10,0,o-o,-0.056466
distantTeams_2,closeOps_1,0,o-o,-0.059746
distantTeams_2,closeOps_1,1,-->,-0.025384
distantTeams_2,closeOps_2,0,o-o,-0.018324
distantTeams_2,closeOps_3,0,o-o,-0.019144
distantTeams_2,closeOps_4,0,o-o,-0.01766
distantTeams_2,closeOps_5,0,o-o,-0.021505
distantTeams_2,closeOps_6,0,o-o,-0.026284
distantTeams_2,closeOps_7,0,o-o,-0.027731
distantTeams_2,closeOps_7,5,-->,-0.037371
distantTeams_2,closeOps_8,4,-->,-0.046341
distantTeams_2,closeOps_8,5,-->,-0.025753
distantTeams_2,closeOps_9,0,o-o,0.017434
distantTeams_2,closeOps_9,1,-->,-0.022566
distantTeams_2,closeOps_9,4,-->,-0.046817
distantTeams_2,closeOps_10,0,o-o,-0.026351
distantTeams_2,closeOps_10,2,-->,0.04231
distantTeams_2,closeOps_11,2,-->,-0.025069
distantTeams_2,closeOps_11,4,-->,-0.025869
distantTeams_2,distantOps_1,0,o-o,-0.17456
distantTeams_2,distantOps_1,1,-->,-0.024741
distantTeams_2,distantOps_2,0,o-o,-0.072331
distantTeams_2,distantOps_2,3,-->,0.030877
distantTeams_2,distantOps_2,5,-->,0.060194
distantTeams_2,distantOps_4,0,o-o,0.033976
distantTeams_2,distantOps_4,4,-->,0.023979
distantTeams_2,distantOps_5,0,o-o,0.052059
distantTeams_2,distantOps_5,4,-->,0.025506
distantTeams_2,distantOps_5,5,-->,0.0367
distantTeams_2,distantOps_6,0,o-o,0.017325
distantTeams_2,distantOps_8,0,o-o,-0.02194
distantTeams_2,distantOps_9,3,-->,-0.028336
distantTeams_2,distantOps_11,0,o-o,0.024807
distantTeams_3,jerseyNumber,3,-->,0.041693
distantTeams_3,jerseyNumber,4,-->,0.034389
distantTeams_3,team,2,-->,-0.041803
distantTeams_3,closeTeams_2,1,-->,-0.029821
distantTeams_3,closeTeams_2,4,-->,0.023541
distantTeams_3,closeTeams_4,1,-->,-0.022535
distantTeams_3,closeTeams_5,2,-->,0.037026
distantTeams_3,closeTeams_6,2,-->,0.036853
distantTeams_3,closeTeams_7,1,-->,0.022797
distantTeams_3,closeTeams_7,2,-->,0.029978
distantTeams_3,closeTeams_7,3,-->,0.029505
distantTeams_3,closeTeams_8,1,-->,0.031088
distantTeams_3,distantTeams_2,2,-->,0.021758
distantTeams_3,distantTeams_2,5,-->,0.026996
distantTeams_3,distantTeams_3,1,-->,0.12693
distantTeams_3,distantTeams_3,2,-->,0.093414
distantTeams_3,distantTeams_3,3,-->,0.070331
distantTeams_3,distantTeams_3,4,-->,0.029858
distantTeams_3,distantTeams_3,5,-->,0.066895
distantTeams_3,distantTeams_4,0,o-o,0.28646
distantTeams_3,distantTeams_5,0,o-o,-0.020108
distantTeams_3,distantTeams_5,2,-->,-0.034295
distantTeams_3,distantTeams_6,0,o-o,-0.12316
distantTeams_3,distantTeams_6,2,-->,-0.035449
distantTeams_3,distantTeams_7,0,o-o,-0.14987
distantTeams_3,distantTeams_8,0,o-o,-0.13833
distantTeams_3,distantTeams_8,1,-->,0.027708
distantTeams_3,distantTeams_9,0,o-o,-0.11493
distantTeams_3,distantTeams_9,1,-->,0.034788
distantTeams_3,distantTeams_10,0,o-o,-0.10892
distantTeams_3,closeOps_1,0,o-o,-0.01911
distantTeams_3,closeOps_3,0,o-o,0.026483
distantTeams_3,closeOps_3,4,-->,0.022847
distantTeams_3,closeOps_4,0,o-o,0.028507
distantTeams_3,closeOps_4,4,-->,0.024369
distantTeams_3,closeOps_5,1,-->,0.028094
distantTeams_3,closeOps_5,4,-->,0.025808
distantTeams_3,closeOps_6,2,-->,0.021736
distantTeams_3,closeOps_6,3,-->,0.021882
distantTeams_3,closeOps_6,4,-->,0.026295
distantTeams_3,closeOps_6,5,-->,-0.022044
distantTeams_3,closeOps_7,0,o-o,-0.044838
distantTeams_3,closeOps_7,3,-->,0.040578
distantTeams_3,closeOps_7,4,-->,0.029058
distantTeams_3,closeOps_7,5,-->,-0.021487
distantTeams_3,closeOps_8,0,o-o,-0.058508
distantTeams_3,closeOps_9,0,o-o,-0.067194
distantTeams_3,closeOps_9,1,-->,0.032097
distantTeams_3,closeOps_9,3,-->,0.025617
distantTeams_3,closeOps_10,3,-->,0.024203
distantTeams_3,distantOps_1,4,-->,-0.036746
distantTeams_3,distantOps_3,0,o-o,0.087334
distantTeams_3,distantOps_3,1,-->,-0.030771
distantTeams_3,distantOps_3,4,-->,0.030416
distantTeams_3,distantOps_4,0,o-o,0.092289
distantTeams_3,distantOps_5,0,o-o,0.06492
distantTeams_3,distantOps_5,5,-->,0.024521
distantTeams_3,distantOps_6,3,-->,-0.021404
distantTeams_3,distantOps_7,3,-->,-0.020963
distantTeams_3,distantOps_8,0,o-o,-0.043378
distantTeams_3,distantOps_8,4,-->,-0.02451
distantTeams_3,distantOps_9,0,o-o,-0.042598
distantTeams_3,distantOps_9,2,-->,-0.032249
distantTeams_3,distantOps_9,3,-->,-0.024478
distantTeams_3,distantOps_9,4,-->,-0.028923
distantTeams_3,distantOps_10,0,o-o,-0.045368
distantTeams_3,distantOps_10,1,-->,-0.02302
distantTeams_3,distantOps_10,4,-->,-0.021212
distantTeams_3,distantOps_11,4,-->,-0.025439
distantTeams_4,team,3,-->,0.02284
distantTeams_4,speed,1,-->,-0.054496
distantTeams_4,closeTeams_2,1,-->,0.02309
distantTeams_4,closeTeams_3,1,-->,0.033907
distantTeams_4,closeTeams_4,2,-->,0.024074
distantTeams_4,closeTeams_5,1,-->,0.033602
distantTeams_4,closeTeams_6,1,-->,0.052968
distantTeams_4,distantTeams_1,4,-->,-0.043063
distantTeams_4,distantTeams_3,1,-->,0.043114
distantTeams_4,distantTeams_3,2,-->,0.022044
distantTeams_4,distantTeams_4,1,-->,0.16259
distantTeams_4,distantTeams_4,2,-->,0.059056
distantTeams_4,distantTeams_4,3,-->,0.031812
distantTeams_4,distantTeams_4,4,-->,0.039241
distantTeams_4,distantTeams_4,5,-->,0.022609
distantTeams_4,distantTeams_5,0,o-o,0.37118
distantTeams_4,distantTeams_5,4,-->,0.027966
distantTeams_4,distantTeams_6,0,o-o,0.060387
distantTeams_4,distantTeams_6,1,-->,-0.026009
distantTeams_4,distantTeams_7,0,o-o,-0.074157
distantTeams_4,distantTeams_7,1,-->,-0.021323
distantTeams_4,distantTeams_8,0,o-o,-0.11273
distantTeams_4,distantTeams_8,2,-->,-0.021184
distantTeams_4,distantTeams_9,0,o-o,-0.091201
distantTeams_4,distantTeams_9,2,-->,-0.036242
distantTeams_4,distantTeams_10,0,o-o,-0.085763
distantTeams_4,distantTeams_10,1,-->,-0.036257
distantTeams_4,distantTeams_10,2,-->,-0.024156
distantTeams_4,closeOps_1,1,-->,0.055495
distantTeams_4,closeOps_1,2,-->,0.024873
distantTeams_4,closeOps_2,0,o-o,0.028774
distantTeams_4,closeOps_2,1,-->,0.064856
distantTeams_4,closeOps_2,2,-->,0.027396
distantTeams_4,closeOps_3,1,-->,0.02907
distantTeams_4,closeOps_3,2,-->,0.024362
distantTeams_4,closeOps_4,0,o-o,-0.05556
distantTeams_4,closeOps_4,5,-->,0.021916
distantTeams_4,closeOps_5,0,o-o,-0.10922
distantTeams_4,closeOps_6,0,o-o,-0.17977
distantTeams_4,closeOps_7,0,o-o,-0.21854
distantTeams_4,closeOps_8,0,o-o,-0.19182
distantTeams_4,closeOps_9,0,o-o,-0.12409
distantTeams_4,closeOps_9,1,-->,0.04235
distantTeams_4,closeOps_10,0,o-o,-0.053973
distantTeams_4,closeOps_11,0,o-o,-0.028324
distantTeams_4,distantOps_1,0,o-o,0.0826
distantTeams_4,distantOps_2,0,o-o,0.030848
distantTeams_4,distantOps_3,0,o-o,0.065907
distantTeams_4,distantOps_4,0,o-o,0.12851
distantTeams_4,distantOps_4,1,-->,-0.047116
distantTeams_4,distantOps_4,5,-->,0.028837
distantTeams_4,distantOps_5,0,o-o,0.15538
distantTeams_4,distantOps_5,1,-->,-0.037632
distantTeams_4,distantOps_6,0,o-o,0.14528
distantTeams_4,distantOps_6,3,-->,-0.023253
distantTeams_4,distantOps_6,4,-->,-0.024008
distantTeams_4,distantOps_6,5,-->,-0.023282
distantTeams_4,distantOps_7,0,o-o,0.1079
distantTeams_4,distantOps_7,1,-->,-0.038423
distantTeams_4,distantOps_8,0,o-o,0.079207
distantTeams_4,distantOps_9,0,o-o,0.038416
distantTeams_4,distantOps_9,1,-->,-0.023736
distantTeams_4,distantOps_9,2,-->,-0.02718
distantTeams_4,distantOps_10,1,-->,-0.040568
distantTeams_4,distantOps_10,2,-->,-0.032151
distantTeams_4,distantOps_11,2,-->,-0.028006
distantTeams_5,jerseyNumber,1,-->,0.083408
distantTeams_5,jerseyNumber,2,-->,0.04698
distantTeams_5,jerseyNumber,5,-->,0.022615
distantTeams_5,team,4,-->,-0.026145
distantTeams_5,closeTeams_1,4,-->,0.023216
distantTeams_5,closeTeams_2,2,-->,0.03356
distantTeams_5,closeTeams_3,2,-->,0.026666
distantTeams_5,closeTeams_4,1,-->,0.024274
distantTeams_5,closeTeams_4,2,-->,0.023798
distantTeams_5,closeTeams_5,1,-->,0.021512
distantTeams_5,closeTeams_5,5,-->,0.025156
distantTeams_5,closeTeams_7,4,-->,0.023946
distantTeams_5,closeTeams_9,5,-->,0.022892
distantTeams_5,distantTeams_1,2,-->,-0.02395
distantTeams_5,distantTeams_3,5,-->,-0.029881
distantTeams_5,distantTeams_5,1,-->,0.10576
distantTeams_5,distantTeams_5,2,-->,0.055077
distantTeams_5,distantTeams_5,3,-->,0.02742
distantTeams_5,distantTeams_5,5,-->,0.022636
distantTeams_5,distantTeams_6,0,o-o,0.47701
distantTeams_5,distantTeams_7,0,o-o,0.17874
distantTeams_5,distantTeams_7,1,-->,-0.031212
distantTeams_5,distantTeams_7,2,-->,-0.026987
distantTeams_5,distantTeams_8,0,o-o,0.047759
distantTeams_5,distantTeams_8,1,-->,-0.04225
distantTeams_5,distantTeams_9,2,-->,-0.029933
distantTeams_5,distantTeams_10,3,-->,-0.024179
distantTeams_5,distantTeams_10,5,-->,-0.02247
distantTeams_5,closeOps_1,1,-->,0.027516
distantTeams_5,closeOps_1,2,-->,0.026589
distantTeams_5,closeOps_2,0,o-o,-0.037346
distantTeams_5,closeOps_2,1,-->,0.025467
distantTeams_5,closeOps_3,0,o-o,-0.12152
distantTeams_5,closeOps_4,0,o-o,-0.20097
distantTeams_5,closeOps_4,4,-->,0.022927
distantTeams_5,closeOps_5,0,o-o,-0.25969
distantTeams_5,closeOps_5,4,-->,0.034186
