id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
1489017,55,0,3,19,1,37,49,36.0,88.0
1489021,55,0,0,1,27,55,71,67.0,68.0
1489043,55,1,3,19,1,36,50,61.0,33.0
1489098,55,4,0,9,22,29,22,24.0,12.0
1489102,55,4,3,19,1,25,10,36.0,12.0
1489201,55,10,3,19,1,24,57,27.0,87.0
1489238,55,12,3,19,1,37,66,64.0,82.0
1489254,55,13,0,10,27,76,88,71.0,83.0
1489298,55,15,0,9,27,30,21,31.0,25.0
1489349,55,17,2,2,20,4,54,40.0,88.0
1489376,55,19,0,8,22,31,45,12.0,41.0
1489528,55,27,3,19,1,17,93,24.0,89.0
1489610,55,31,3,19,1,46,15,61.0,22.0
1489649,55,34,3,19,5,47,71,58.0,67.0
1489664,55,35,3,19,20,55,41,73.0,47.0
1489667,55,35,3,19,1,68,66,59.0,92.0
1489674,55,35,3,19,1,33,63,30.0,93.0
1489707,55,38,3,19,1,45,6,50.0,16.0
1489756,55,40,3,19,1,58,30,55.0,92.0
1489760,55,40,3,19,1,53,77,71.0,63.0
1489762,55,40,0,10,27,67,55,70.0,54.0
1489793,55,43,3,19,1,54,37,49.0,87.0
1489823,55,44,0,10,27,31,7,30.0,30.0
1489895,55,49,3,19,1,40,48,56.0,12.0
1489898,55,49,3,19,1,47,16,48.0,5.0
1490086,55,59,1,5,1,58,80,51.0,81.0
1490123,55,61,3,19,1,30,48,28.0,26.0
1490136,55,61,3,19,1,44,37,52.0,28.0
1490164,55,63,3,19,20,25,79,38.0,77.0
1490173,55,64,0,10,27,69,53,73.0,44.0
1490182,55,64,3,19,1,70,36,45.0,55.0
1490239,55,69,3,19,1,62,26,84.0,9.0
1490265,55,69,0,10,27,30,55,36.0,43.0
1490322,55,72,0,9,27,41,42,34.0,48.0
1490386,55,77,3,19,1,47,74,78.0,92.0
1490414,55,78,0,9,27,33,52,29.0,63.0
1490543,55,85,3,19,1,31,54,51.0,47.0
1490630,55,92,1,5,1,65,52,68.0,61.0
1489042,90,1,3,19,1,26,63,36.0,50.0
1489199,90,10,3,12,1,20,62,24.0,81.0
1489374,90,19,3,19,1,21,43,24.0,42.0
1489381,90,19,3,13,1,36,63,60.0,6.0
1489415,90,21,0,10,22,13,87,37.0,100.0
1489518,90,26,0,1,27,28,60,38.0,84.0
1489607,90,31,3,19,20,32,44,31.0,55.0
1489673,90,35,3,12,20,26,61,33.0,63.0
1489728,90,39,0,10,27,33,68,54.0,72.0
1489795,90,43,3,19,1,32,53,35.0,30.0
1489990,90,54,1,5,1,46,73,56.0,93.0
1490016,90,55,0,10,22,39,82,37.0,100.0
1490054,90,58,0,8,22,8,87,3.0,94.0
1490087,90,59,3,19,1,51,81,66.0,94.0
1490183,90,64,3,19,1,45,55,81.0,90.0
1490433,90,79,0,9,27,37,71,35.0,80.0
1490435,90,79,3,12,1,35,80,68.0,66.0
1489029,154,0,3,19,1,39,77,19.0,57.0
1489035,154,0,3,19,1,31,78,57.0,95.0
1489070,154,1,3,19,1,15,83,10.0,52.0
1489072,154,2,3,19,1,14,82,28.0,92.0
1489083,154,3,3,19,1,27,67,30.0,30.0
1489089,154,3,3,19,1,31,69,33.0,93.0
1489096,154,4,3,19,1,39,81,44.0,97.0
1489118,154,5,0,8,22,5,92,0.0,100.0
1489132,154,6,3,19,1,31,43,35.0,88.0
1489184,154,9,3,19,1,66,71,70.0,92.0
1489226,154,11,3,19,1,31,69,30.0,23.0
1489289,154,14,3,19,1,35,80,52.0,75.0
1489292,154,14,3,19,1,39,75,40.0,29.0
1489294,154,15,3,19,1,56,75,71.0,75.0
1489309,154,16,3,19,1,33,69,41.0,95.0
1489311,154,16,3,19,1,30,74,42.0,67.0
1489355,154,18,3,19,1,18,63,31.0,67.0
1489412,154,21,3,19,1,56,36,62.0,10.0
1489435,154,22,3,19,1,28,61,30.0,26.0
1489445,154,23,3,19,1,33,67,42.0,92.0
1489451,154,23,3,19,1,35,70,35.0,33.0
1489485,154,25,3,19,1,12,69,4.0,55.0
1489513,154,26,3,19,1,33,81,35.0,87.0
1489515,154,26,3,19,1,31,70,31.0,40.0
1489554,154,29,3,19,1,33,47,12.0,30.0
1489592,154,30,3,19,1,27,69,39.0,54.0
1489618,154,32,0,9,27,11,67,12.0,73.0
1489619,154,32,3,19,1,12,73,27.0,87.0
1489629,154,32,3,19,1,32,65,35.0,82.0
1489712,154,38,0,10,27,14,67,10.0,51.0
1489715,154,38,3,19,1,31,75,37.0,90.0
1489717,154,38,3,19,1,24,77,28.0,48.0
1489746,154,40,3,19,1,34,75,35.0,44.0
1489771,154,41,3,19,1,32,76,42.0,47.0
1489786,154,42,0,1,27,95,57,94.0,56.0
1489799,154,43,0,1,27,28,86,30.0,100.0
1489842,154,46,3,19,1,59,75,82.0,90.0
1489884,154,48,3,19,1,45,73,54.0,95.0
1489904,154,49,0,9,27,45,68,53.0,42.0
1489944,154,51,3,13,1,47,54,74.0,33.0
1489950,154,51,3,19,1,36,62,57.0,94.0
1489952,154,51,3,19,1,31,72,46.0,27.0
1489962,154,52,3,19,1,31,86,43.0,83.0
1489966,154,52,3,19,1,33,74,41.0,79.0
1489968,154,52,3,19,1,44,71,63.0,89.0
1489970,154,52,3,19,1,41,77,54.0,59.0
1490029,154,56,3,13,1,43,72,87.0,90.0
1490036,154,56,3,12,1,61,72,77.0,89.0
1490059,154,58,3,19,1,22,19,37.0,32.0
1490069,154,58,3,19,1,27,37,31.0,9.0
1490071,154,59,3,19,1,33,22,48.0,41.0
1490132,154,61,3,19,1,27,67,33.0,67.0
1490150,154,63,3,19,1,59,66,56.0,36.0
1490161,154,63,3,19,1,55,56,57.0,28.0
1490296,154,70,3,19,1,45,51,61.0,21.0
1490374,154,76,3,19,1,34,70,39.0,85.0
1490398,154,77,3,19,1,20,70,33.0,70.0
1490407,154,78,3,13,1,40,66,69.0,3.0
1490421,154,78,0,1,27,45,66,58.0,79.0
1490452,154,80,3,19,1,39,75,61.0,68.0
1490477,154,81,3,19,1,39,70,61.0,69.0
1490491,154,82,3,19,1,65,76,71.0,84.0
1490505,154,83,3,19,1,29,77,25.0,40.0
1490537,154,85,3,19,1,64,72,70.0,92.0
1490545,154,85,3,19,1,30,45,57.0,23.0
1490555,154,86,3,19,1,31,60,58.0,65.0
1490600,154,89,3,19,1,46,69,63.0,84.0
1490619,154,91,2,0,1,30,73,58.0,67.0
1490621,154,91,0,8,27,58,67,67.0,55.0
1490622,154,91,3,19,1,67,55,74.0,9.0
1490644,154,92,2,0,1,22,76,61.0,79.0
1490645,154,92,3,19,1,61,79,68.0,75.0
1489053,283,1,0,9,22,63,13,69.0,17.0
1489112,283,4,3,19,20,16,8,30.0,8.0
1489258,283,13,0,9,27,28,54,33.0,33.0
1489260,283,13,3,19,1,33,33,41.0,6.0
1489274,283,14,2,2,20,13,49,27.0,70.0
1489284,283,14,0,8,22,23,8,20.0,8.0
1489371,283,19,0,9,22,25,41,28.0,46.0
1489577,283,30,3,12,20,9,30,9.0,7.0
1489694,283,37,3,19,1,28,27,34.0,6.0
1489711,283,38,1,5,1,46,10,86.0,33.0
1489782,283,41,0,9,22,6,17,0.0,0.0
1489796,283,43,3,19,1,35,30,36.0,6.0
1489813,283,44,3,19,1,56,29,49.0,15.0
1489886,283,49,0,1,27,22,38,32.0,37.0
1489901,283,49,3,13,1,29,21,66.0,39.0
1489982,283,53,3,12,1,35,30,39.0,70.0
1490248,283,69,0,9,22,29,41,22.0,39.0
1490336,283,74,2,2,20,11,66,28.0,87.0
1490368,283,76,3,19,1,12,25,25.0,12.0
1490496,283,82,0,10,27,8,27,4.0,20.0
1490498,283,82,0,8,27,4,20,3.0,16.0
1490548,283,85,2,2,5,23,53,52.0,74.0
1489020,431,0,3,14,1,27,27,45.0,29.0
1489023,431,0,3,12,1,33,32,61.0,17.0
