id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
2040372,103,0,3,12,20,61,96,66.0,74.0
2040374,103,0,3,19,1,68,90,34.0,96.0
2040416,103,2,2,0,1,71,80,67.0,58.0
2040418,103,2,0,8,27,67,58,77.0,43.0
2040419,103,3,3,19,1,77,43,90.0,17.0
2040423,103,3,3,19,1,72,54,88.0,10.0
2040457,103,4,3,19,1,21,65,26.0,52.0
2040564,103,9,0,8,27,27,94,28.0,93.0
2040624,103,13,3,19,1,29,21,22.0,62.0
2040628,103,13,0,8,27,59,34,71.0,29.0
2040737,103,18,0,9,22,26,95,38.0,94.0
2040797,103,22,3,19,1,72,91,66.0,92.0
2040831,103,24,3,19,1,70,85,72.0,66.0
2040836,103,24,3,20,1,72,82,92.0,84.0
2040843,103,25,1,21,7,67,100,81.0,86.0
2040909,103,29,0,8,22,57,93,51.0,100.0
2040916,103,29,3,19,20,52,94,40.0,89.0
2041002,103,34,0,8,27,92,91,96.0,93.0
2041004,103,34,3,4,19,96,93,87.0,26.0
2041018,103,35,0,8,27,76,94,91.0,67.0
2041035,103,35,3,20,1,73,93,75.0,63.0
2041052,103,36,0,10,27,46,92,44.0,91.0
2041053,103,36,3,19,1,44,91,46.0,69.0
2041056,103,36,3,19,1,64,87,80.0,96.0
2041074,103,38,0,8,27,41,99,68.0,84.0
2041076,103,38,3,19,1,68,84,66.0,93.0
2041158,103,44,2,0,1,31,56,56.0,80.0
2041209,103,47,0,8,27,65,93,82.0,93.0
2041210,103,47,3,19,1,82,93,77.0,95.0
2041244,103,48,0,8,22,55,93,72.0,100.0
2041247,103,48,1,21,1,72,100,64.0,76.0
2041465,103,63,2,0,1,46,90,74.0,85.0
2041466,103,63,3,19,1,74,85,82.0,97.0
2041519,103,66,2,0,5,38,89,67.0,74.0
2041563,103,68,3,19,1,70,74,75.0,61.0
2041678,103,78,0,8,22,81,82,73.0,60.0
2041727,103,82,0,9,22,61,91,61.0,100.0
2041754,103,83,0,9,22,32,46,34.0,42.0
2040375,187,0,3,19,1,34,96,29.0,76.0
2040411,187,2,3,12,1,51,91,53.0,77.0
2040414,187,2,0,8,22,61,93,53.0,97.0
2040415,187,2,3,19,1,53,97,71.0,80.0
2040433,187,3,0,8,27,75,93,94.0,96.0
2040454,187,4,1,21,1,3,100,25.0,87.0
2040468,187,5,1,21,1,54,100,72.0,87.0
2040479,187,6,1,5,1,55,95,33.0,70.0
2040517,187,7,3,19,1,21,95,30.0,96.0
2040561,187,9,3,19,1,23,90,23.0,81.0
2040601,187,12,3,12,1,25,94,33.0,54.0
2040673,187,16,0,8,27,55,92,54.0,88.0
2040674,187,16,3,19,1,54,88,40.0,81.0
2040724,187,18,0,8,27,69,94,55.0,90.0
2040725,187,18,0,8,27,55,90,68.0,85.0
2040727,187,18,3,19,1,68,85,96.0,86.0
2040791,187,21,3,19,1,37,90,29.0,64.0
2040796,187,22,1,21,1,68,100,72.0,91.0
2040800,187,22,0,10,22,73,96,73.0,100.0
2040830,187,24,3,19,1,64,92,70.0,85.0
2040837,187,24,0,8,27,92,84,90.0,73.0
2040839,187,24,5,18,10,90,73,100.0,100.0
2040907,187,29,3,19,1,30,89,57.0,93.0
2040911,187,29,1,21,1,51,100,71.0,83.0
2040917,187,29,3,19,1,40,89,54.0,77.0
2041014,187,35,2,0,1,55,95,73.0,89.0
2041015,187,35,3,19,1,73,89,82.0,80.0
2041027,187,35,0,9,22,56,81,54.0,75.0
2041030,187,35,3,19,1,50,88,58.0,84.0
2041034,187,35,3,19,1,60,95,73.0,93.0
2041057,187,37,0,8,27,80,96,79.0,91.0
2041084,187,39,3,4,19,88,91,92.0,43.0
2041109,187,40,3,19,1,61,78,82.0,91.0
2041190,187,46,3,19,1,58,91,68.0,87.0
