id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
2899218,74,94,0,10,22,23,67,62.0,84.0
2897612,445,2,1,21,1,28,0,11.0,22.0
2897728,445,6,3,19,1,25,7,7.0,47.0
2897740,445,7,3,4,0,90,7,93.0,43.0
2897754,445,8,1,21,1,58,0,71.0,18.0
2897772,445,9,0,8,27,64,19,69.0,13.0
2897773,445,9,0,8,22,69,13,67.0,9.0
2897786,445,9,0,9,22,16,11,20.0,12.0
2897811,445,10,0,1,22,26,79,27.0,91.0
2897817,445,11,0,10,27,28,73,36.0,80.0
2897845,445,11,2,2,20,7,49,12.0,51.0
2897868,445,14,1,21,1,58,0,74.0,2.0
2897882,445,15,3,14,1,25,5,36.0,7.0
2897925,445,17,1,21,1,79,0,98.0,16.0
2897951,445,18,3,19,1,62,25,63.0,44.0
2898008,445,21,3,19,1,27,5,27.0,18.0
2898039,445,22,3,19,1,34,9,35.0,31.0
2898049,445,23,3,19,1,41,10,48.0,15.0
2898051,445,23,3,19,1,45,7,57.0,14.0
2898056,445,23,3,19,1,88,7,84.0,14.0
2898112,445,28,3,19,1,50,13,53.0,19.0
2898114,445,28,3,19,1,47,8,59.0,9.0
2898116,445,28,0,8,27,72,6,73.0,4.0
2898118,445,28,3,19,1,73,4,83.0,34.0
2898157,445,30,0,10,27,58,30,52.0,29.0
2898250,445,38,0,8,27,63,12,65.0,5.0
2898317,445,42,1,21,1,57,0,42.0,21.0
2898324,445,42,3,12,20,15,49,23.0,49.0
2898360,445,47,3,19,1,76,18,83.0,9.0
2898406,445,49,1,21,1,61,0,58.0,5.0
2898426,445,50,0,10,27,34,7,18.0,21.0
2898454,445,51,1,21,1,81,0,90.0,4.0
2898456,445,51,0,8,27,79,4,84.0,2.0
2898457,445,51,0,8,27,84,2,84.0,6.0
2898474,445,52,3,13,1,67,16,89.0,62.0
2898478,445,53,3,13,1,57,35,83.0,95.0
2898664,445,66,0,10,27,13,21,11.0,19.0
2898850,445,76,1,21,1,29,0,36.0,5.0
2898889,445,79,0,8,22,54,2,49.0,2.0
2898890,445,79,3,19,1,49,2,33.0,5.0
2898990,445,83,3,12,1,80,7,70.0,10.0
2899038,445,85,3,19,1,57,4,42.0,19.0
2899171,445,92,3,13,1,46,15,98.0,24.0
2899232,445,95,0,8,22,88,36,89.0,37.0
2897588,543,0,3,13,1,26,89,58.0,18.0
2897619,543,2,3,19,1,25,79,38.0,45.0
2897641,543,3,0,9,22,25,26,61.0,89.0
2897647,543,3,0,9,27,46,82,42.0,93.0
2897668,543,4,0,9,22,17,83,18.0,92.0
2897707,543,6,3,19,1,26,59,27.0,91.0
2897744,543,7,0,8,27,6,66,7.0,70.0
2897767,543,9,0,8,27,19,91,23.0,95.0
2897769,543,9,3,19,1,23,95,38.0,89.0
2897792,543,10,0,8,22,60,86,56.0,83.0
2897794,543,10,3,19,1,56,83,58.0,79.0
2897909,543,16,3,19,1,26,81,2.0,63.0
2897912,543,16,0,8,27,19,95,22.0,95.0
2897928,543,17,3,19,1,19,88,30.0,76.0
2897974,543,19,3,13,1,30,62,55.0,67.0
2898004,543,21,3,19,1,39,33,41.0,80.0
2898047,543,23,0,1,27,46,58,57.0,56.0
2898059,543,23,0,10,22,18,61,28.0,60.0
2898073,543,24,3,19,1,33,91,53.0,86.0
2898077,543,24,1,5,1,44,80,39.0,62.0
2898083,543,24,3,19,1,35,66,44.0,88.0
2898085,543,24,3,19,1,24,77,9.0,56.0
2898087,543,24,3,13,1,27,88,43.0,56.0
2898091,543,25,3,13,1,46,85,97.0,91.0
2898128,543,28,0,9,22,3,67,0.0,0.0
2898260,543,39,3,19,1,32,41,30.0,63.0
2898297,543,41,3,19,1,23,80,11.0,55.0
2898299,543,41,3,19,1,26,85,21.0,45.0
2898413,543,49,3,19,1,34,74,32.0,31.0
2898420,543,49,3,19,1,26,89,10.0,54.0
2898425,543,50,3,13,1,35,97,66.0,93.0
2898437,543,51,0,1,27,41,76,44.0,94.0
2898466,543,52,0,10,22,6,51,4.0,43.0
2898476,543,52,0,10,27,11,38,18.0,64.0
2898521,543,57,0,1,27,6,59,20.0,35.0
2898539,543,58,1,21,1,81,100,56.0,89.0
2897577,576,0,3,19,1,32,86,41.0,97.0
2897633,576,3,0,10,27,43,82,45.0,82.0
2897634,576,3,3,12,1,45,82,49.0,68.0
2897679,576,4,3,19,1,69,45,62.0,97.0
2897682,576,5,3,12,20,31,62,38.0,61.0
2897892,576,15,3,19,1,22,71,37.0,71.0
2897897,576,15,3,13,1,29,90,67.0,80.0
2897904,576,16,3,19,1,35,81,20.0,66.0
2897953,576,18,3,19,1,65,80,81.0,78.0
2897957,576,18,3,19,1,57,84,59.0,48.0
2897980,576,19,3,19,1,29,53,24.0,40.0
2897985,576,19,3,19,1,21,77,36.0,73.0
2897997,576,20,0,10,22,13,75,24.0,100.0
2898044,576,22,3,19,1,22,75,13.0,53.0
2898111,576,28,1,5,1,35,74,50.0,13.0
2898163,576,30,3,19,1,48,49,59.0,47.0
2898181,576,31,3,19,1,15,92,25.0,96.0
2898212,576,35,0,1,27,97,70,79.0,40.0
2898332,576,43,3,19,1,25,75,48.0,86.0
2898371,576,47,0,1,27,31,72,34.0,87.0
2898494,576,54,0,1,27,34,59,47.0,40.0
2898535,576,57,0,1,27,13,45,17.0,4.0
2898547,576,58,0,10,27,8,55,100.0,100.0
2898623,576,63,3,12,1,40,67,43.0,67.0
2898627,576,64,1,5,1,47,64,73.0,95.0
