id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
993347,44,0,3,19,1,50,51,30.0,58.0
993352,44,0,3,12,1,64,26,62.0,19.0
993358,44,0,0,10,22,83,9,92.0,0.0
993390,44,1,0,8,22,70,17,68.0,10.0
993406,44,2,3,19,1,55,52,55.0,48.0
993438,44,4,3,19,1,40,54,53.0,77.0
993456,44,5,0,8,27,86,94,87.0,99.0
993458,44,5,3,20,1,87,99,96.0,91.0
993465,44,5,0,10,22,96,78,100.0,100.0
993486,44,6,0,8,27,36,72,68.0,98.0
993487,44,6,3,20,1,68,98,88.0,87.0
993489,44,6,3,20,26,76,81,98.0,75.0
993601,44,20,3,19,1,81,4,70.0,6.0
993624,44,21,3,20,26,76,62,83.0,57.0
993667,44,23,3,19,1,32,54,33.0,20.0
993693,44,25,3,19,1,71,98,60.0,98.0
993729,44,26,0,8,22,47,34,42.0,27.0
993730,44,26,3,19,1,42,27,34.0,5.0
993863,44,32,3,19,1,58,71,64.0,52.0
993935,44,35,3,19,1,71,26,68.0,44.0
993955,44,36,0,8,22,79,97,76.0,100.0
994027,44,39,3,19,1,69,78,54.0,57.0
994258,44,51,3,19,20,18,77,20.0,71.0
994276,44,52,3,19,1,71,68,88.0,93.0
994283,44,52,3,19,1,82,88,93.0,86.0
994342,44,55,3,19,1,67,47,77.0,78.0
994377,44,57,3,19,1,58,81,49.0,73.0
994526,44,65,0,8,27,70,62,77.0,64.0
994585,44,68,3,19,1,31,77,26.0,79.0
994639,44,73,3,20,26,64,21,71.0,28.0
994718,44,76,0,1,27,90,49,93.0,51.0
994739,44,77,0,8,27,31,84,35.0,93.0
994746,44,77,3,13,1,58,48,77.0,96.0
994762,44,78,0,8,27,94,23,98.0,22.0
994775,44,79,0,8,22,88,79,97.0,71.0
994777,44,79,0,10,27,97,71,94.0,89.0
994780,44,79,3,13,1,95,92,91.0,73.0
994825,44,81,3,19,1,74,54,77.0,36.0
994843,44,82,3,19,5,63,46,74.0,79.0
994858,44,83,3,19,1,80,91,92.0,98.0
993381,57,1,0,9,27,25,40,23.0,43.0
993382,57,1,3,19,1,23,43,22.0,23.0
993427,57,3,3,19,1,25,35,11.0,75.0
993449,57,4,3,19,1,37,48,53.0,64.0
993607,57,20,3,19,1,45,62,35.0,29.0
993609,57,20,3,19,1,35,60,44.0,76.0
993612,57,20,3,19,1,27,75,25.0,25.0
993640,57,22,3,19,1,51,88,52.0,98.0
993642,57,22,3,19,1,46,84,43.0,71.0
993695,57,25,3,19,1,27,88,26.0,31.0
993821,57,30,3,19,1,27,54,26.0,36.0
993825,57,31,3,19,1,31,71,28.0,44.0
993851,57,32,0,9,22,10,60,11.0,62.0
993909,57,34,0,1,27,41,50,45.0,34.0
993930,57,35,3,19,1,23,76,33.0,80.0
993932,57,35,3,19,1,26,69,29.0,26.0
994025,57,39,3,19,1,45,52,54.0,54.0
994040,57,40,3,14,1,43,16,59.0,32.0
994056,57,41,3,19,1,24,50,38.0,84.0
994058,57,41,3,19,1,17,69,22.0,29.0
994062,57,41,3,19,1,23,88,34.0,84.0
994119,57,44,3,19,1,43,82,62.0,79.0
994165,57,47,0,9,27,23,36,32.0,48.0
994167,57,47,0,8,27,32,48,36.0,16.0
994213,57,50,3,19,1,12,71,13.0,48.0
994273,57,52,3,19,1,33,63,45.0,56.0
994423,57,60,3,19,1,20,71,29.0,65.0
994446,57,61,3,12,1,40,73,65.0,69.0
994538,57,65,0,10,22,27,80,23.0,80.0
994575,57,67,0,1,27,30,38,34.0,45.0
994632,57,72,0,10,27,10,38,9.0,37.0
994702,57,75,3,19,1,27,33,29.0,40.0
994710,57,76,3,19,1,30,67,64.0,64.0
994916,57,88,0,10,22,30,67,33.0,71.0
994934,57,89,3,19,20,51,65,58.0,70.0
994939,57,89,3,19,1,52,49,63.0,38.0
994962,57,91,1,5,1,31,59,59.0,8.0
994995,57,93,3,19,1,24,64,44.0,71.0
