id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
250923,24,0,3,19,20,33,41,40.0,46.0
250928,24,1,3,19,1,21,50,36.0,53.0
250951,24,2,3,12,1,18,42,12.0,41.0
250988,24,4,3,12,20,16,23,26.0,29.0
251001,24,4,3,19,20,24,41,31.0,53.0
251082,24,8,3,19,1,22,49,24.0,20.0
251087,24,8,3,19,1,29,41,39.0,60.0
251108,24,9,0,10,22,8,55,11.0,58.0
251162,24,11,3,19,1,11,40,13.0,62.0
251234,24,15,3,19,1,19,30,11.0,49.0
251377,24,24,3,19,1,40,78,63.0,93.0
251399,24,25,3,19,1,40,49,55.0,18.0
251405,24,25,3,19,1,35,40,38.0,8.0
251410,24,26,3,19,1,31,43,12.0,58.0
251446,24,28,3,12,1,33,15,62.0,23.0
251595,24,36,3,19,1,41,40,36.0,14.0
251643,24,39,3,19,1,28,52,28.0,86.0
251657,24,40,3,19,1,45,53,58.0,10.0
251681,24,41,0,10,22,32,45,33.0,52.0
251705,24,43,3,19,1,29,49,34.0,18.0
251731,24,45,0,1,27,21,42,24.0,49.0
251735,24,45,3,19,1,17,53,4.0,54.0
251746,24,45,3,14,1,12,33,34.0,24.0
251840,24,50,0,1,22,32,8,36.0,3.0
251899,24,52,3,12,1,27,19,35.0,4.0
251905,24,52,3,19,1,21,39,16.0,85.0
251913,24,53,3,19,1,29,32,31.0,76.0
251934,24,54,0,9,22,4,34,0.0,0.0
251959,24,56,3,13,1,28,47,75.0,22.0
252017,24,59,3,19,1,53,44,57.0,48.0
252145,24,64,3,19,1,44,56,68.0,51.0
252176,24,66,3,19,1,59,44,62.0,80.0
252205,24,67,3,19,1,19,60,22.0,77.0
252207,24,67,3,19,1,11,48,23.0,4.0
252247,24,70,0,10,22,7,48,0.0,100.0
252286,24,75,3,19,1,24,38,31.0,4.0
252310,24,76,0,1,27,34,54,46.0,50.0
252380,24,80,2,2,20,9,55,23.0,54.0
252401,24,81,3,19,1,33,42,28.0,76.0
252439,24,83,3,19,20,6,52,27.0,85.0
252474,24,84,3,19,1,20,62,10.0,49.0
252508,24,86,3,19,1,55,18,54.0,45.0
252562,24,89,3,12,1,51,18,51.0,5.0
252571,24,89,3,14,1,37,17,59.0,39.0
250908,104,0,3,19,1,26,90,31.0,74.0
250972,104,3,0,9,22,43,89,61.0,92.0
250976,104,3,3,19,20,26,72,21.0,61.0
250980,104,3,3,19,1,32,92,20.0,71.0
250992,104,4,0,10,27,57,93,53.0,66.0
251023,104,5,3,19,1,36,87,37.0,63.0
251093,104,8,0,9,27,23,96,15.0,96.0
251095,104,8,3,19,1,15,96,6.0,84.0
251116,104,9,1,21,1,56,100,58.0,70.0
251120,104,9,3,19,1,59,97,63.0,71.0
251125,104,9,3,19,1,65,81,59.0,83.0
251158,104,11,0,9,22,68,93,71.0,100.0
251169,104,12,2,0,1,52,78,81.0,82.0
251170,104,12,3,4,19,81,82,98.0,31.0
251180,104,12,3,19,1,45,79,48.0,71.0
251182,104,12,3,19,1,48,78,42.0,76.0
251184,104,13,0,8,22,43,92,39.0,80.0
251186,104,13,3,19,1,39,80,45.0,39.0
251203,104,13,3,19,20,73,95,76.0,91.0
