id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
1688351,108,5,3,13,1,24,5,78.0,7.0
1688389,108,6,3,19,1,35,38,53.0,6.0
1688428,108,9,3,19,1,45,36,69.0,4.0
1688479,108,11,3,19,1,29,33,30.0,68.0
1688506,108,14,3,19,1,29,25,32.0,67.0
1688508,108,14,3,19,1,34,31,16.0,46.0
1688521,108,15,0,1,27,25,11,23.0,11.0
1688523,108,15,0,10,22,23,11,25.0,0.0
1688538,108,15,3,19,1,46,29,58.0,27.0
1688563,108,17,3,19,1,33,44,34.0,64.0
1688575,108,18,3,19,1,31,31,37.0,13.0
1688577,108,18,3,19,1,13,33,5.0,62.0
1688597,108,19,3,19,1,45,27,54.0,33.0
1688636,108,21,0,1,27,21,42,17.0,8.0
1688665,108,23,3,19,1,34,39,39.0,38.0
1688689,108,24,3,19,1,38,30,66.0,32.0
1688735,108,26,3,19,1,46,35,53.0,66.0
1688758,108,28,3,19,1,24,39,33.0,58.0
1688794,108,31,3,13,1,26,32,56.0,23.0
1688799,108,31,0,10,27,31,27,15.0,6.0
1688817,108,32,0,1,27,27,35,30.0,25.0
1688825,108,32,0,9,22,2,6,4.0,8.0
1688873,108,34,3,19,1,39,39,47.0,14.0
1688916,108,36,3,19,1,43,27,51.0,43.0
1688926,108,36,3,19,1,41,33,40.0,56.0
1688971,108,39,3,19,1,28,41,30.0,64.0
1688975,108,39,3,19,1,30,34,33.0,50.0
1689008,108,41,3,19,1,22,29,13.0,48.0
1689017,108,42,3,19,1,32,42,42.0,12.0
1689026,108,43,1,5,1,47,33,54.0,33.0
1689028,108,43,3,19,1,43,30,41.0,13.0
1689031,108,43,0,10,27,26,44,24.0,43.0
1689033,108,43,3,19,1,24,43,4.0,4.0
1689090,108,46,3,19,1,44,21,47.0,41.0
1689107,108,47,3,19,1,30,39,39.0,14.0
1689114,108,47,3,19,1,30,26,30.0,94.0
1689122,108,48,3,19,1,32,24,30.0,59.0
1689134,108,48,3,19,1,33,35,57.0,3.0
1689168,108,50,3,19,1,25,35,32.0,84.0
1689296,108,56,3,19,1,40,28,35.0,57.0
1689364,108,60,3,19,1,38,29,32.0,67.0
1689367,108,60,3,19,1,32,29,33.0,5.0
1689369,108,61,3,19,1,39,25,59.0,23.0
1689415,108,63,3,19,20,41,16,17.0,1.0
1689446,108,65,0,1,27,42,20,62.0,25.0
1689475,108,66,3,19,1,18,26,24.0,65.0
1689479,108,67,3,19,1,27,33,28.0,62.0
1689483,108,67,3,19,1,28,31,34.0,6.0
1689485,108,67,3,19,1,32,29,35.0,58.0
1689503,108,68,3,19,1,40,22,34.0,4.0
1689511,108,68,3,12,1,29,27,42.0,30.0
1689522,108,69,3,19,1,38,39,47.0,44.0
1689524,108,69,3,19,1,45,25,53.0,46.0
1689536,108,69,3,19,1,27,29,12.0,46.0
1689567,108,71,3,12,1,25,32,45.0,42.0
1689591,108,72,3,19,1,41,69,51.0,82.0
1689721,108,79,3,19,1,39,27,52.0,24.0
1689724,108,79,3,19,1,35,30,43.0,24.0
1689787,108,81,0,9,27,18,7,26.0,11.0
1689788,108,81,3,19,1,26,11,30.0,23.0
1689833,108,83,0,9,27,25,23,14.0,36.0
1689861,108,85,3,19,1,2,32,12.0,4.0
1688252,109,0,3,19,1,45,67,36.0,94.0
1688320,109,3,0,8,27,63,76,67.0,68.0
1688321,109,3,3,19,1,67,68,73.0,71.0
1688324,109,3,3,19,1,61,89,68.0,97.0
1688361,109,6,0,1,27,44,51,41.0,58.0
1688386,109,6,3,19,1,41,68,35.0,95.0
1688396,109,7,3,19,1,39,55,64.0,71.0
1688409,109,8,3,12,1,44,58,52.0,95.0
1688414,109,8,0,8,27,46,88,57.0,75.0
1688416,109,8,3,19,1,57,75,63.0,88.0
1688423,109,8,3,19,1,61,87,61.0,96.0
1688425,109,8,3,19,1,59,86,49.0,69.0
1688536,109,15,3,19,1,44,78,43.0,50.0
1688552,109,16,0,10,27,29,53,27.0,53.0
1688553,109,16,3,19,1,27,53,39.0,19.0
1688557,109,16,3,19,1,35,51,29.0,64.0
1688582,109,18,3,19,1,36,62,48.0,71.0
1688588,109,18,3,19,1,57,66,55.0,74.0
1688592,109,19,3,19,1,55,45,65.0,7.0
1688656,109,23,3,19,1,45,70,39.0,94.0
1688659,109,23,3,19,1,37,84,28.0,66.0
1688664,109,23,3,19,1,43,71,34.0,39.0
1688669,109,23,0,8,27,62,78,71.0,73.0
1688671,109,24,3,19,1,71,73,77.0,60.0
1688673,109,24,3,19,1,71,59,68.0,53.0
1688697,109,25,3,19,1,70,80,84.0,87.0
1688724,109,26,0,8,27,36,69,39.0,72.0
1688726,109,26,2,0,1,39,72,63.0,72.0
1688727,109,26,0,8,27,63,72,66.0,71.0
1688756,109,28,3,19,1,45,95,18.0,50.0
1688792,109,31,3,19,1,38,89,25.0,83.0
1688833,109,33,3,19,1,25,78,44.0,97.0
1688868,109,34,3,19,1,70,25,45.0,66.0
1688876,109,34,0,8,27,53,46,62.0,54.0
1688909,109,36,3,19,1,48,26,47.0,45.0
1688917,109,36,3,19,1,51,43,48.0,59.0
1688919,109,36,3,19,1,54,54,68.0,70.0
1688976,109,39,3,19,1,33,50,24.0,67.0
1688980,109,40,3,19,1,37,60,32.0,74.0
1688999,109,40,0,1,27,41,30,45.0,33.0
1689092,109,46,3,19,1,56,63,54.0,59.0
1689128,109,48,0,8,27,46,74,48.0,77.0
1689131,109,48,1,5,1,45,70,47.0,65.0
1689140,109,49,3,19,1,59,68,70.0,61.0
1689142,109,49,3,19,1,79,71,70.0,60.0
1689206,109,52,0,9,27,11,84,20.0,75.0
1689208,109,52,3,19,5,20,75,41.0,61.0
1689285,109,56,3,19,1,40,73,53.0,66.0
1689295,109,56,3,19,1,54,72,40.0,28.0
1689481,109,67,3,19,1,39,77,27.0,66.0
1689496,109,67,0,8,27,54,77,61.0,79.0
1689499,109,68,1,5,1,53,73,45.0,83.0
1689501,109,68,3,19,1,51,73,36.0,68.0
1689559,109,70,3,19,1,70,65,86.0,92.0
1689562,109,70,3,4,2,91,74,96.0,41.0
1689595,109,72,3,19,1,53,74,63.0,90.0
1689606,109,73,3,19,1,72,79,67.0,62.0
1689612,109,74,0,9,22,72,93,69.0,100.0
1689673,109,76,3,19,1,57,74,89.0,82.0
1689691,109,77,3,19,1,54,34,43.0,59.0
1689694,109,77,3,19,1,44,57,54.0,39.0
1689712,109,78,3,19,1,45,47,41.0,6.0
1689726,109,79,3,12,1,56,44,66.0,39.0
1689879,109,87,3,19,1,52,47,68.0,50.0
1689918,109,89,3,19,1,34,62,39.0,54.0
1689920,109,89,3,13,1,33,48,44.0,5.0
1689925,109,89,3,19,1,42,47,47.0,48.0
1689927,109,89,3,19,1,42,48,51.0,44.0
1689928,109,89,3,19,1,51,44,64.0,44.0
1688251,433,0,3,19,1,46,52,45.0,67.0
1688322,433,3,3,19,1,73,71,66.0,58.0
1688397,433,7,3,19,1,64,71,61.0,96.0
1688399,433,7,3,19,1,65,88,67.0,74.0
1688422,433,8,1,21,1,68,100,61.0,87.0
1688450,433,9,3,13,1,62,14,87.0,13.0
1688497,433,13,1,6,19,74,88,88.0,55.0
1688505,433,14,3,19,1,43,28,29.0,25.0
1688510,433,14,3,12,1,46,31,56.0,6.0
1688535,433,15,3,19,1,46,66,44.0,78.0
1688545,433,16,3,19,1,72,47,92.0,73.0
1688583,433,18,3,19,1,48,71,59.0,96.0
1688585,433,18,3,19,1,59,86,68.0,93.0
1688587,433,18,3,19,1,62,83,57.0,66.0
1688666,433,23,3,19,1,39,38,43.0,56.0
