id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
441873,19,0,0,8,22,48,5,41.0,11.0
441874,19,0,3,19,1,41,11,21.0,28.0
441927,19,3,3,13,1,22,7,29.0,33.0
441977,19,5,0,8,22,33,7,28.0,0.0
441979,19,5,1,21,1,28,0,8.0,12.0
442014,19,7,1,3,1,100,100,74.0,76.0
442101,19,12,1,6,19,69,21,90.0,40.0
442106,19,12,1,3,19,100,100,96.0,57.0
442109,19,12,3,19,1,68,57,45.0,53.0
442123,19,13,3,19,1,25,17,42.0,33.0
442125,19,13,3,19,1,30,13,86.0,17.0
442205,19,17,3,19,1,26,12,38.0,15.0
442270,19,20,3,19,1,25,8,39.0,9.0
442302,19,21,3,19,1,59,9,72.0,16.0
442312,19,22,0,9,22,56,6,64.0,0.0
442400,19,27,3,19,1,26,9,68.0,48.0
442479,19,32,0,1,27,64,11,72.0,20.0
442516,19,34,0,9,22,6,37,11.0,50.0
442529,19,36,1,21,1,53,0,30.0,27.0
442608,19,41,3,19,1,45,8,31.0,29.0
442620,19,41,3,19,1,66,8,96.0,8.0
442689,19,45,0,9,22,6,8,20.0,4.0
442703,19,45,0,1,27,24,10,42.0,27.0
442716,19,46,3,19,1,64,6,41.0,21.0
442782,19,49,3,19,1,51,10,60.0,27.0
442830,19,52,1,6,19,72,86,92.0,59.0
442838,19,52,3,19,1,53,9,84.0,5.0
442885,19,55,3,19,1,90,10,81.0,8.0
442891,19,55,3,19,1,36,5,61.0,32.0
442899,19,56,3,19,1,86,3,80.0,7.0
442917,19,57,3,12,1,32,4,65.0,8.0
442927,19,58,3,19,1,23,8,17.0,28.0
442977,19,60,3,19,1,46,12,31.0,16.0
443015,19,64,3,12,1,35,11,47.0,21.0
443032,19,65,1,21,1,35,0,29.0,47.0
443072,19,67,3,19,1,37,7,79.0,11.0
443104,19,68,1,3,19,100,0,89.0,47.0
443115,19,70,0,10,27,35,16,34.0,13.0
443121,19,70,1,21,1,49,0,36.0,31.0
443159,19,71,0,8,27,84,18,91.0,10.0
443216,19,74,1,21,1,71,4,41.0,13.0
443221,19,74,0,1,27,68,4,70.0,20.0
443293,19,78,1,21,1,27,0,32.0,8.0
443295,19,78,3,13,1,33,5,59.0,34.0
443306,19,79,1,21,1,58,0,32.0,43.0
443342,19,80,3,19,1,71,4,70.0,33.0
443356,19,81,3,19,1,35,6,24.0,15.0
