id,player_id,time,event,action,action_result,x_begin,y_begin,x_end,y_end
203836,546,80,3,19,5,28,75,37.0,78.0
203841,546,80,0,8,27,88,69,93.0,69.0
203857,546,82,1,21,1,40,100,8.0,89.0
203868,546,82,3,19,1,34,83,9.0,72.0
203922,546,85,0,1,27,9,64,0.0,0.0
203957,546,87,3,19,1,56,93,68.0,94.0
203961,546,88,1,21,1,63,100,68.0,91.0
203966,546,88,1,21,1,65,100,88.0,91.0
203975,546,88,0,9,22,68,93,75.0,100.0
204004,546,90,3,19,1,35,86,32.0,81.0
204020,546,92,2,2,1,8,72,10.0,74.0
203482,787,61,3,19,1,44,3,27.0,6.0
203539,787,64,0,8,27,76,19,90.0,13.0
203542,787,64,3,4,0,96,15,90.0,43.0
203594,787,69,0,8,27,53,11,54.0,11.0
203601,787,69,0,8,27,48,11,54.0,2.0
203603,787,69,0,8,22,54,2,53.0,3.0
203604,787,69,3,19,1,53,3,32.0,5.0
203646,787,71,0,10,27,63,21,71.0,16.0
203648,787,71,0,8,27,71,16,77.0,41.0
203731,787,75,3,19,1,53,12,40.0,20.0
203771,787,77,3,19,1,64,6,59.0,6.0
203775,787,77,0,8,27,64,25,68.0,39.0
203791,787,78,0,8,22,66,2,64.0,0.0
203828,787,80,2,0,1,55,8,66.0,21.0
203874,787,83,0,8,27,81,12,81.0,7.0
203876,787,83,3,4,19,81,7,91.0,45.0
203884,787,83,0,8,27,88,14,86.0,14.0
203897,787,84,3,19,1,41,14,42.0,23.0
203899,787,84,3,19,1,40,4,48.0,4.0
204040,787,95,3,19,1,49,51,38.0,34.0
202523,870,3,3,19,1,73,94,62.0,94.0
202536,870,4,3,19,1,72,90,64.0,83.0
202538,870,4,3,19,1,60,93,35.0,82.0
202602,870,7,3,19,1,23,76,20.0,97.0
202605,870,7,3,19,20,35,95,32.0,89.0
202675,870,14,3,19,1,44,65,31.0,37.0
202728,870,16,0,8,27,64,78,68.0,84.0
202730,870,16,0,8,27,68,84,59.0,86.0
202739,870,17,0,9,27,76,66,69.0,76.0
202796,870,19,3,19,1,22,94,6.0,51.0
202814,870,21,3,12,1,71,89,62.0,78.0
202962,870,29,3,12,20,76,94,55.0,76.0
203056,870,34,3,12,1,75,89,76.0,77.0
203190,870,40,0,8,27,87,72,85.0,73.0
203192,870,40,0,8,27,85,73,82.0,71.0
203222,870,42,2,0,1,70,91,80.0,90.0
203223,870,42,0,8,27,80,90,86.0,85.0
203225,870,42,0,8,27,86,85,84.0,88.0
203228,870,43,1,6,19,93,92,98.0,40.0
203287,870,47,2,0,1,56,70,72.0,54.0
203289,870,47,0,8,27,72,54,73.0,45.0
203290,870,47,3,19,1,73,45,92.0,14.0
203293,870,47,0,8,27,99,11,99.0,20.0
203317,870,49,3,19,1,68,89,58.0,84.0
203320,870,49,3,19,1,77,97,98.0,95.0
203344,870,52,0,8,27,84,95,88.0,89.0
203352,870,52,0,9,27,84,96,97.0,74.0
203354,870,52,5,18,15,97,74,100.0,100.0
203361,870,52,0,8,22,73,87,68.0,100.0
203365,870,53,3,19,1,78,96,78.0,88.0
203426,870,56,3,19,1,41,97,33.0,74.0
203432,870,57,3,20,26,76,62,88.0,56.0
203454,870,59,3,19,1,82,78,59.0,89.0
203456,870,59,0,8,27,85,97,87.0,87.0
203511,870,63,0,9,27,77,27,75.0,4.0
203512,870,63,3,19,1,75,4,78.0,19.0
203516,870,64,3,19,1,90,8,79.0,6.0
203555,870,66,0,8,27,67,96,71.0,97.0
203557,870,66,2,0,1,71,97,87.0,93.0
203666,870,71,3,19,1,44,96,42.0,88.0
203696,870,73,0,1,27,96,45,95.0,45.0
203737,870,75,3,19,1,55,20,36.0,31.0
203750,870,76,3,19,1,62,31,53.0,48.0
203754,870,76,0,8,27,92,9,97.0,5.0
203759,870,76,1,3,19,100,0,93.0,55.0
203824,870,80,3,19,1,78,31,68.0,36.0
203916,870,85,3,19,1,72,20,69.0,35.0
203934,870,86,0,8,27,87,7,97.0,9.0
203936,870,86,3,4,19,97,9,41.0,74.0
203974,870,88,0,8,22,32,7,25.0,0.0
204026,870,93,1,6,19,85,8,95.0,51.0
203680,913,72,0,8,22,78,83,65.0,84.0
203683,913,72,3,19,1,72,71,67.0,38.0
203692,913,73,3,19,1,93,89,94.0,98.0
203711,913,74,3,19,1,78,94,70.0,79.0
203714,913,74,3,19,1,78,70,70.0,74.0
203741,913,75,3,19,1,65,77,60.0,66.0
203753,913,76,3,20,26,79,78,92.0,9.0
203808,913,79,3,20,1,76,53,80.0,51.0
203822,913,80,3,19,1,78,73,68.0,32.0
203852,913,82,0,8,27,23,84,32.0,68.0
203892,913,83,3,19,1,69,87,71.0,71.0
203941,913,86,2,0,1,78,97,87.0,82.0
203942,913,86,0,8,27,87,82,87.0,76.0
203944,913,86,5,18,13,87,76,100.0,100.0
203997,913,89,0,8,27,71,91,74.0,72.0
204010,913,90,0,8,27,65,85,65.0,86.0
204014,913,91,3,19,1,78,76,99.0,92.0
204035,913,94,1,3,19,100,100,93.0,42.0
203506,1251,63,3,19,1,39,60,60.0,24.0
203525,1251,64,3,19,1,65,79,39.0,79.0
203579,1251,68,0,10,27,77,42,63.0,23.0
203621,1251,70,3,19,1,47,71,63.0,96.0
203653,1251,71,3,19,1,30,95,35.0,98.0
203676,1251,72,0,8,27,60,59,60.0,61.0
203712,1251,74,3,19,1,70,79,69.0,70.0
203748,1251,76,3,19,1,51,7,56.0,22.0
203790,1251,78,0,9,22,34,98,36.0,100.0
203834,1251,80,3,19,1,58,60,63.0,46.0
203891,1251,83,3,19,1,45,62,69.0,87.0
203893,1251,83,3,19,1,71,71,79.0,72.0
203914,1251,85,3,19,1,64,70,64.0,39.0
203919,1251,85,3,19,1,75,76,76.0,95.0
203996,1251,89,3,19,1,64,85,71.0,91.0
204009,1251,90,3,19,1,62,65,65.0,85.0
204017,1251,91,0,1,27,94,59,94.0,58.0
202439,1501,0,3,19,1,50,50,41.0,41.0
202489,1501,2,0,8,22,83,93,81.0,93.0
202491,1501,2,3,19,1,81,93,81.0,94.0
202715,1501,15,3,19,1,52,17,51.0,5.0
202758,1501,18,3,19,1,59,67,56.0,58.0
202763,1501,18,3,19,1,71,26,75.0,39.0
202884,1501,24,0,8,22,73,24,71.0,31.0
202887,1501,24,3,20,26,67,23,80.0,22.0
203042,1501,33,3,19,1,45,56,43.0,81.0
203048,1501,34,0,8,27,73,85,77.0,93.0
203050,1501,34,3,19,1,77,93,86.0,95.0
203058,1501,34,0,8,22,76,77,75.0,77.0
203059,1501,34,3,19,1,75,77,73.0,66.0
203063,1501,34,0,8,27,83,58,88.0,25.0
203065,1501,34,0,8,22,88,25,88.0,26.0
203274,1501,46,3,20,21,74,11,92.0,36.0
203319,1501,49,3,19,1,68,79,77.0,97.0
203395,1501,54,3,19,1,72,9,79.0,9.0
203406,1501,55,3,19,1,65,40,76.0,26.0
203439,1501,57,5,18,9,91,47,100.0,100.0
203472,1501,60,0,8,22,77,10,70.0,0.0
203514,1501,63,3,19,1,79,43,72.0,42.0
203553,1501,66,3,19,1,50,51,42.0,63.0
203573,1501,67,3,19,1,76,63,68.0,53.0
203669,1501,72,3,19,1,67,84,71.0,99.0
203716,1501,74,0,8,27,77,66,81.0,58.0
203760,1501,76,5,18,15,93,55,100.0,100.0
203894,1501,84,3,19,1,79,72,73.0,75.0
203981,1501,88,0,10,27,33,15,37.0,10.0
203983,1501,88,0,8,22,37,10,63.0,0.0
202461,1534,0,3,19,1,31,31,33.0,43.0
202464,1534,0,3,19,1,27,40,27.0,65.0
202482,1534,1,0,8,22,11,4,15.0,0.0
202495,1534,2,3,13,1,11,34,49.0,13.0
202502,1534,2,3,19,1,40,30,46.0,30.0
202504,1534,2,3,19,1,30,36,34.0,66.0
202554,1534,5,3,19,1,38,60,38.0,68.0
202560,1534,5,0,8,27,33,29,39.0,31.0
202562,1534,5,3,19,1,39,31,43.0,37.0
202570,1534,6,3,19,1,54,34,66.0,21.0
202588,1534,7,3,19,1,56,28,74.0,18.0
202624,1534,8,3,19,1,29,45,39.0,81.0
202629,1534,8,3,19,1,49,29,57.0,75.0
202655,1534,12,3,19,1,7,16,27.0,24.0
202658,1534,12,0,8,27,6,16,7.0,14.0
202664,1534,13,3,12,1,38,22,42.0,40.0
202689,1534,14,3,19,1,34,47,44.0,73.0
202720,1534,15,3,19,1,27,45,11.0,36.0
202778,1534,18,3,19,1,48,30,74.0,37.0
202810,1534,20,3,19,1,18,21,24.0,31.0
202829,1534,21,3,19,1,66,25,68.0,11.0
202833,1534,21,3,19,1,59,10,50.0,63.0
202853,1534,22,3,19,1,30,30,37.0,43.0
202855,1534,22,3,19,1,27,33,28.0,70.0
202858,1534,23,3,19,1,37,29,66.0,15.0
202880,1534,24,0,10,27,30,69,29.0,62.0
202928,1534,26,3,13,1,30,23,41.0,26.0
202936,1534,27,3,19,1,29,34,30.0,68.0
202938,1534,27,3,19,1,35,37,46.0,52.0
202964,1534,29,0,8,27,37,30,39.0,29.0
202965,1534,29,3,19,1,39,29,48.0,27.0
203021,1534,32,3,19,1,38,71,43.0,82.0
203025,1534,32,3,19,1,12,17,8.0,52.0
203037,1534,33,3,13,1,55,34,90.0,59.0
203051,1534,34,0,10,22,14,5,17.0,0.0
203057,1534,34,0,9,22,24,23,25.0,23.0
203080,1534,35,3,19,1,44,36,55.0,61.0
203083,1534,35,3,19,1,41,36,39.0,69.0
203087,1534,35,3,19,1,38,39,59.0,36.0
203129,1534,37,3,19,1,12,31,21.0,43.0
203203,1534,41,3,19,1,37,39,48.0,38.0
203250,1534,45,0,1,27,31,23,44.0,12.0
203254,1534,45,3,12,20,31,48,37.0,44.0
203257,1534,45,0,10,27,29,49,31.0,53.0
203265,1534,46,3,19,1,29,41,52.0,72.0
203280,1534,46,3,19,1,7,12,4.0,42.0
203339,1534,51,0,1,27,38,57,57.0,55.0
203369,1534,53,1,5,1,25,15,11.0,51.0
203382,1534,54,3,19,1,41,20,53.0,28.0
203384,1534,54,3,19,1,43,15,49.0,19.0
203415,1534,56,3,19,1,55,48,64.0,36.0
203443,1534,58,3,19,1,28,22,28.0,55.0
203484,1534,62,3,19,1,32,27,32.0,45.0
203488,1534,62,3,19,1,31,25,39.0,41.0
203518,1534,64,0,1,27,8,39,20.0,17.0
