id,club_id,match_id,players_id,matchperiod,eventsec,eventname,action,modifier,x_begin,y_begin,x_end,y_end,is_success
27132,81,364,1998,2H,1002.956311,Others on the ball,Touch,interception,36,10,42.0,7.0,
27254,81,364,1998,2H,1349.5770899999998,Others on the ball,Touch,interception,72,9,61.0,0.0,
27558,81,364,1631,2H,2577.443573,Others on the ball,Touch,interception,28,93,31.0,88.0,
26099,81,364,107,1H,547.1199979999999,Others on the ball,Touch,interception,66,92,55.0,100.0,
26223,81,364,1975,1H,1007.946266,Others on the ball,Touch,interception,17,50,27.0,0.0,
26340,63,364,1470,1H,1394.124684,Others on the ball,Touch,interception,57,31,56.0,12.0,
26652,81,364,1631,1H,2339.676424,Others on the ball,Touch,interception,4,61,10.0,56.0,
26711,63,364,1586,1H,2526.254819,Others on the ball,Touch,interception,11,60,6.0,96.0,
26815,81,364,1630,1H,2815.885492,Others on the ball,Touch,interception,54,18,61.0,32.0,
26978,63,364,1581,2H,417.956064,Others on the ball,Touch,interception,54,48,29.0,65.0,
27036,63,364,711,2H,612.6275699999997,Others on the ball,Clearance,interception,5,67,0.0,64.0,
27176,81,364,1669,2H,1111.147376,Others on the ball,Touch,interception,41,9,56.0,33.0,
27366,63,364,711,2H,1826.926414,Others on the ball,Touch,interception,28,78,82.0,97.0,
26626,81,364,683,1H,2139.572241,Goalkeeper leaving line,Goalkeeper leaving line,counter_attack,0,0,0.0,100.0,
